customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count
CUST-107101,35,Female,West,Tier 2,Salaried - Corporate,,62164.62,802,Owned,Married,2
CUST-107102,38,Male,South,Tier 1,Salaried - Corporate,10.0,67527.24,685,Owned,Married,2
CUST-107103,34,Female,South,Tier 3,Salaried - Corporate,13.0,50652.42,715,Rented,Married,3
CUST-107104,43,Male,West,Tier 1,Salaried - Corporate,0.0,126712.78,707,Owned,Married,2
CUST-107105,33,Female,Central,Tier 3,Self-Employed Professional,7.0,42629.68,632,Mortgaged,Married,2
CUST-107106,21,Male,West,Tier 1,Salaried - Public Sector,1.0,71101.81,724,Mortgaged,Married,3
CUST-107107,35,Female,South,Tier 1,Salaried - Public Sector,8.0,55693.9,730,Mortgaged,Married,2
CUST-107108,21,Male,South,Tier 1,Salaried - Corporate,1.0,35055.34,683,Rented,Married,3
CUST-107109,40,Male,South,Rural,Self-Employed Professional,4.0,16959.69,669,Rented,Single,0
CUST-107110,27,Male,West,Tier 2,Salaried - Corporate,0.0,38350.28,624,Family Owned,Married,1
CUST-107111,38,Female,West,Tier 1,Self-Employed Professional,5.0,68793.01,752,Rented,Single,1
CUST-107112,50,Male,South,Tier 1,Salaried - Corporate,3.0,87613.53,755,Owned,Married,3
CUST-107113,27,Male,North,Tier 1,Salaried - Corporate,2.0,80550.47,595,Rented,Married,1
CUST-107114,47,Male,South,Tier 1,Salaried - Public Sector,26.0,36532.02,708,Mortgaged,Single,3
CUST-107115,32,Male,South,Tier 1,Self-Employed Business,7.0,95699.22,737,Mortgaged,Single,1
CUST-107116,54,Male,Central,Tier 2,Self-Employed Business,4.0,49902.06,805,Owned,Married,1
CUST-107117,33,Male,North,Tier 3,Salaried - Public Sector,12.0,33274.52,693,Rented,Married,3
CUST-107118,28,Female,North,Rural,Self-Employed Business,1.0,58018.29,689,Family Owned,Married,3
CUST-107119,43,Female,West,Tier 1,Salaried - Public Sector,5.0,106380.33,701,Owned,Single,1
CUST-107120,32,Female,North,Tier 3,Salaried - Public Sector,11.0,30585.92,671,Owned,Married,2
CUST-107121,28,Female,North,Tier 1,Self-Employed Professional,0.0,235465.32,803,Owned,Married,4
CUST-107122,32,Male,South,Tier 1,Self-Employed Business,1.0,38266.35,660,Family Owned,Married,1
CUST-107123,36,Female,East,Tier 1,Salaried - Public Sector,0.0,44862.98,726,Rented,Single,0
CUST-107124,50,Male,South,Rural,Contractual,29.0,19322.2,659,Mortgaged,Married,2
CUST-107125,21,Male,South,Rural,Salaried - Corporate,1.0,22646.46,650,Owned,Married,1
CUST-107126,37,Male,North,Tier 3,Contractual,4.0,11142.22,487,Family Owned,Married,2
CUST-107127,43,Male,East,Tier 1,Salaried - Corporate,2.0,73066.99,661,Owned,Single,2
CUST-107128,38,Male,South,Tier 3,Salaried - Public Sector,3.0,21644.13,622,Owned,Married,3
CUST-107129,50,Male,West,Tier 2,Self-Employed Business,8.0,37357.08,673,Mortgaged,Married,2
CUST-107130,36,Female,South,Tier 1,Self-Employed Business,14.0,89739.14,727,Mortgaged,Single,1
CUST-107131,35,Male,South,Tier 1,Salaried - Corporate,0.0,165019.56,711,Owned,Married,1
CUST-107132,42,Male,East,Tier 2,Unemployed,0.0,12372.33,568,Rented,Married,1
CUST-107133,37,Male,North,Tier 3,Salaried - Corporate,2.0,43370.96,643,Family Owned,Single,0
CUST-107134,33,Male,North,Tier 3,Salaried - Corporate,1.0,22867.46,661,Owned,Married,2
CUST-107135,42,Male,West,Tier 2,Self-Employed Business,3.0,35106.47,659,Rented,Single,1
CUST-107136,30,Male,North,Tier 2,Self-Employed Business,4.0,14698.16,607,Owned,Single,5
CUST-107137,30,Male,East,Tier 2,Self-Employed Professional,7.0,36673.51,767,Mortgaged,Single,4
CUST-107138,31,Female,North,Tier 3,Self-Employed Business,10.0,93692.52,750,Rented,Married,1
CUST-107139,50,Female,West,Tier 1,Salaried - Corporate,4.0,52831.86,673,Mortgaged,Married,3
CUST-107140,21,Male,North-East,Tier 2,Salaried - Corporate,1.0,58423.93,702,Rented,Single,2
CUST-107141,40,Male,South,Tier 1,Contractual,5.0,38669.37,654,Mortgaged,Married,1
CUST-107142,37,Female,South,Tier 1,Salaried - Public Sector,13.0,85543.56,723,Family Owned,Married,1
CUST-107143,21,Male,South,Tier 1,Self-Employed Business,,303773.58,704,Mortgaged,Single,2
CUST-107144,40,Male,West,Tier 2,Self-Employed Business,9.0,111854.12,710,Rented,Married,3
CUST-107145,41,Male,North,Tier 1,Self-Employed Professional,7.0,74561.4,564,Owned,Married,2
CUST-107146,42,Female,East,Tier 3,Salaried - Public Sector,15.0,50566.15,681,Owned,Single,2
CUST-107147,21,Female,East,Tier 2,Salaried - Corporate,1.0,63072.51,707,Mortgaged,Married,2
CUST-107148,50,Female,South,Rural,Salaried - Corporate,2.0,13268.69,624,Owned,Married,5
CUST-107149,29,Male,North,Tier 1,Self-Employed Professional,8.0,41886.8,668,Owned,Married,1
CUST-107150,43,Male,North,Tier 2,Self-Employed Business,3.0,62476.35,704,Owned,Married,1
CUST-107151,44,Male,West,Rural,Salaried - Public Sector,11.0,29093.02,716,Mortgaged,Divorced,2
CUST-107152,28,Female,North,Tier 1,Salaried - Corporate,7.0,66228.78,703,Rented,Single,1
CUST-107153,43,Female,East,Tier 1,Salaried - Corporate,6.0,20933.34,631,Mortgaged,Single,3
CUST-107154,33,Male,South,Tier 2,Salaried - Corporate,7.0,82505.46,697,Owned,Married,1
CUST-107155,21,Male,North,Tier 1,Self-Employed Professional,0.0,83477.24,647,Owned,Married,2
CUST-107156,48,Male,South,Tier 1,Salaried - Public Sector,2.0,103659.5,739,,Single,3
CUST-107157,29,Male,West,Rural,Salaried - Public Sector,4.0,37146.24,756,,Married,2
CUST-107158,28,Male,East,Tier 2,Salaried - Public Sector,0.0,53126.53,610,Owned,Divorced,0
CUST-107159,32,Male,West,Tier 2,Salaried - Corporate,11.0,32276.3,653,Mortgaged,Married,0
CUST-107160,39,Female,East,Tier 1,Self-Employed Business,2.0,40894.76,675,Rented,Single,0
CUST-107161,36,Male,East,Tier 1,Salaried - Corporate,7.0,75261.25,690,,Single,3
CUST-107162,42,Male,South,Tier 1,Self-Employed Professional,8.0,86136.42,741,Mortgaged,Married,4
CUST-107163,23,Male,Central,Tier 2,Salaried - Corporate,2.0,23840.45,598,Mortgaged,Married,3
CUST-107164,29,Male,South,Tier 2,Salaried - Corporate,8.0,86685.59,620,Mortgaged,Divorced,2
CUST-107165,35,Male,East,Tier 1,Salaried - Corporate,6.0,72210.25,741,Mortgaged,Married,0
CUST-107166,55,Female,South,Tier 3,Contractual,2.0,16067.71,613,Mortgaged,Divorced,1
CUST-107167,35,Male,South,Tier 2,Salaried - Corporate,10.0,35073.25,717,Mortgaged,Single,2
CUST-107168,47,Other,North,Tier 1,Salaried - Corporate,6.0,102805.02,803,Rented,Single,4
CUST-107169,37,Male,North,Tier 2,Salaried - Corporate,1.0,38258.35,633,Owned,Married,2
CUST-107170,32,Male,West,Tier 1,Self-Employed Business,8.0,112162.38,808,Mortgaged,Married,2
CUST-107171,34,Male,South,Tier 2,Salaried - Corporate,6.0,49804.37,750,Rented,Single,2
CUST-107172,35,Female,South,Tier 2,Salaried - Corporate,2.0,41557.71,648,Mortgaged,Married,0
CUST-107173,43,Male,Central,Rural,Salaried - Corporate,11.0,21232.79,606,Owned,Married,0
CUST-107174,50,Male,East,Tier 1,Unemployed,0.0,29227.33,506,Owned,Divorced,2
CUST-107175,40,Male,North,Tier 1,Unemployed,0.0,11617.99,539,Rented,Married,1
CUST-107176,48,Female,West,Tier 1,Salaried - Public Sector,2.0,45148.93,618,Rented,Divorced,1
CUST-107177,27,Male,North,Tier 1,Self-Employed Business,4.0,242678.07,757,Owned,Married,0
CUST-107178,32,Male,East,Tier 3,Salaried - Corporate,2.0,38613.84,648,Rented,Married,1
CUST-107179,29,Male,South,Tier 2,Salaried - Corporate,7.0,63574.16,707,Rented,Married,2
CUST-107180,40,Male,North,Rural,Self-Employed Professional,5.0,123102.71,761,Rented,Single,3
CUST-107181,33,Male,North,Tier 1,Salaried - Corporate,3.0,148334.27,740,Family Owned,Married,3
CUST-107182,44,Male,North,Tier 3,Salaried - Corporate,0.0,30880.07,681,Mortgaged,Single,3
CUST-107183,27,Female,North,Tier 1,Contractual,5.0,58732.48,733,Family Owned,Married,2
CUST-107184,37,Male,North,Tier 3,Salaried - Corporate,5.0,18225.97,547,Mortgaged,Married,3
CUST-107185,43,Female,North-East,Tier 1,Salaried - Corporate,1.0,29238.53,655,Rented,Single,1
CUST-107186,21,Female,South,Tier 3,Self-Employed Professional,1.0,50971.25,666,Rented,Married,0
CUST-107187,58,Male,West,Tier 1,Salaried - Corporate,12.0,67518.79,714,Rented,Married,0
CUST-107188,34,Male,East,Tier 1,Salaried - Public Sector,4.0,82568.41,606,Rented,Married,1
CUST-107189,21,Female,East,Tier 2,Salaried - Corporate,1.0,71060.45,692,Mortgaged,Married,4
CUST-107190,38,Female,North,Tier 3,Salaried - Corporate,16.0,57418.59,695,Rented,Married,1
CUST-107191,37,Female,North,Tier 2,Salaried - Public Sector,10.0,93053.37,754,Owned,Married,4
CUST-107192,36,Female,South,Tier 1,Salaried - Corporate,0.0,187924.99,839,Mortgaged,Married,1
CUST-107193,46,Male,West,Tier 1,Salaried - Public Sector,11.0,90526.64,674,Owned,Married,2
CUST-107194,44,Female,North,Tier 1,Contractual,0.0,34633.2,624,Mortgaged,Married,1
CUST-107195,39,Male,South,Tier 3,Salaried - Corporate,1.0,36664.01,572,Mortgaged,Single,0
CUST-107196,41,Male,North,Tier 1,Salaried - Public Sector,0.0,63358.51,681,Owned,Divorced,4
CUST-107197,35,Male,South,Tier 3,Salaried - Corporate,3.0,30494.07,693,Owned,Single,1
CUST-107198,54,Female,East,Tier 2,Self-Employed Business,6.0,139601.79,750,Rented,Married,3
CUST-107199,22,Male,West,Tier 2,Self-Employed Business,1.0,151523.67,778,Mortgaged,Married,3
CUST-107200,38,Female,North,Tier 3,Salaried - Public Sector,0.0,28525.62,669,Family Owned,Married,1
CUST-107201,37,Female,North,Tier 2,Salaried - Corporate,1.0,49875.69,588,Mortgaged,Married,1
CUST-107202,45,Female,South,Tier 1,Salaried - Corporate,5.0,29083.53,739,Mortgaged,Single,1
CUST-107203,28,Female,North-East,Tier 1,Salaried - Corporate,,67308.53,623,Rented,Divorced,2
CUST-107204,21,Male,South,Tier 1,Unemployed,0.0,17637.22,610,Owned,Married,1
CUST-107205,38,Female,South,Tier 2,Salaried - Public Sector,0.0,31479.4,674,Family Owned,Married,3
CUST-107206,39,Female,South,Tier 1,Salaried - Corporate,16.0,54090.17,732,Mortgaged,Married,2
CUST-107207,51,Female,North,Tier 2,Salaried - Corporate,8.0,30437.15,743,Rented,Married,3
CUST-107208,24,Female,West,Tier 1,Salaried - Corporate,2.0,32052.95,676,Rented,Single,0
CUST-107209,48,Male,North,Tier 3,Self-Employed Professional,4.0,120737.54,759,Owned,Married,1
CUST-107210,60,Male,West,Tier 2,Salaried - Public Sector,2.0,26139.72,649,Family Owned,Married,2
CUST-107211,33,Male,South,Tier 3,Salaried - Corporate,3.0,43017.44,638,Owned,Married,3
CUST-107212,24,Female,East,Tier 1,Salaried - Corporate,3.0,114729.47,663,Family Owned,Married,4
CUST-107213,32,Male,North,Tier 3,Salaried - Corporate,3.0,82716.41,790,Owned,Married,3
CUST-107214,37,Female,West,Tier 3,Salaried - Corporate,5.0,23901.41,714,Owned,Married,1
CUST-107215,42,Male,North,Tier 1,Contractual,3.0,62158.7,637,Family Owned,Married,2
CUST-107216,31,Female,East,Rural,Self-Employed Professional,6.0,54673.17,658,Owned,Married,5
CUST-107217,52,Female,West,Tier 1,Contractual,1.0,45261.52,695,Owned,Single,1
CUST-107218,25,Male,East,Tier 1,Salaried - Corporate,1.0,169758.82,765,Rented,Married,2
CUST-107219,21,Female,South,Tier 1,Self-Employed Business,0.0,145810.9,761,Owned,Single,0
CUST-107220,48,Female,North-East,Tier 1,Salaried - Corporate,5.0,44272.52,733,Mortgaged,Single,2
CUST-107221,21,Male,North,Tier 3,Salaried - Public Sector,1.0,16158.81,670,Mortgaged,Married,1
CUST-107222,34,Male,Central,Tier 1,Salaried - Corporate,3.0,96981.44,791,Rented,Married,2
CUST-107223,68,Male,North,Tier 2,Self-Employed Business,1.0,97245.68,735,Rented,Married,2
CUST-107224,36,Female,South,Tier 2,Salaried - Public Sector,0.0,35672.57,589,Mortgaged,Married,3
CUST-107225,25,Male,North,Tier 3,Salaried - Public Sector,4.0,39565.21,650,Family Owned,Married,2
CUST-107226,36,Male,North,Tier 1,Self-Employed Business,15.0,36811.1,718,Owned,Married,4
CUST-107227,36,Male,North,Tier 2,Self-Employed Professional,15.0,82109.14,746,Rented,Single,0
CUST-107228,38,Male,North,Tier 1,Contractual,0.0,19136.4,617,Rented,Single,3
CUST-107229,43,Female,North-East,Tier 2,Salaried - Corporate,10.0,99193.14,727,Mortgaged,Married,1
CUST-107230,26,Female,West,Tier 3,Salaried - Public Sector,1.0,85189.9,626,Family Owned,Married,1
CUST-107231,53,Male,North,Tier 1,Salaried - Public Sector,9.0,71536.67,720,Mortgaged,Married,3
CUST-107232,39,Female,North,Tier 1,Salaried - Public Sector,11.0,74414.61,634,Rented,Married,4
CUST-107233,44,Female,East,Tier 2,Salaried - Corporate,0.0,72680.1,604,Owned,Single,2
CUST-107234,30,Male,South,Tier 1,Salaried - Corporate,1.0,80887.36,713,Mortgaged,Single,2
CUST-107235,49,Male,West,Tier 1,Self-Employed Business,0.0,44126.57,617,Owned,Married,1
CUST-107236,34,Female,South,Tier 1,Salaried - Public Sector,4.0,112145.2,693,Rented,Married,2
CUST-107237,39,Female,East,Tier 2,Salaried - Public Sector,0.0,58692.64,694,Mortgaged,Single,1
CUST-107238,27,Female,East,Tier 1,Salaried - Corporate,5.0,93185.43,682,Mortgaged,Single,0
CUST-107239,27,Male,East,Tier 2,Salaried - Corporate,4.0,89711.63,721,Rented,Married,4
CUST-107240,43,Female,North,Tier 2,Salaried - Corporate,2.0,87774.43,749,Mortgaged,Married,1
CUST-107241,32,Male,South,Tier 2,Salaried - Public Sector,3.0,80320.31,656,Mortgaged,Married,1
CUST-107242,28,Female,North,Tier 3,Salaried - Corporate,7.0,50996.87,661,Mortgaged,Single,2
CUST-107243,30,Female,East,Tier 2,Self-Employed Business,1.0,40074.91,686,Rented,Divorced,0
CUST-107244,43,Female,South,Tier 1,Self-Employed Business,7.0,127280.38,707,Family Owned,Married,1
CUST-107245,30,Female,West,Tier 1,Self-Employed Professional,6.0,84732.07,734,Mortgaged,Married,1
CUST-107246,35,Male,North,Tier 2,Salaried - Corporate,,34981.36,689,Rented,Divorced,2
CUST-107247,37,Female,South,Tier 3,Salaried - Corporate,2.0,83960.45,678,Rented,Married,4
CUST-107248,21,Male,North,Tier 2,Self-Employed Professional,1.0,60471.0,735,Family Owned,Single,1
CUST-107249,22,Female,East,Tier 1,Salaried - Corporate,1.0,78946.87,633,Mortgaged,Single,3
CUST-107250,40,Male,West,Tier 3,Salaried - Public Sector,,27474.42,706,Owned,Single,3
CUST-107251,29,Female,West,Tier 2,Self-Employed Business,8.0,70399.7,608,Mortgaged,Single,0
CUST-107252,47,Male,Central,Tier 1,Salaried - Corporate,3.0,112158.88,713,Rented,Married,0
CUST-107253,46,Female,North-East,Tier 2,Salaried - Public Sector,3.0,111122.26,712,Mortgaged,Married,4
CUST-107254,44,Male,West,Tier 1,Contractual,2.0,18129.21,530,Owned,Single,2
CUST-107255,55,Male,South,Tier 2,Salaried - Corporate,9.0,54781.52,764,Owned,Married,2
CUST-107256,36,Female,North,Tier 1,Self-Employed Professional,1.0,13148.88,557,Rented,Married,2
CUST-107257,43,Female,South,Tier 1,Self-Employed Professional,4.0,66492.09,674,Family Owned,Single,7
CUST-107258,31,Male,North-East,Tier 2,Contractual,2.0,28360.8,657,Rented,Married,1
CUST-107259,61,Male,South,Tier 3,Self-Employed Business,12.0,61480.58,719,Mortgaged,Single,2
CUST-107260,56,Male,North,Tier 1,Self-Employed Professional,1.0,229830.59,718,Owned,Single,2
CUST-107261,37,Female,Central,Tier 1,Self-Employed Professional,6.0,75056.79,673,Owned,Married,3
CUST-107262,40,Female,South,Tier 2,Salaried - Corporate,,118293.79,719,Owned,Married,3
CUST-107263,50,Female,East,Tier 3,Self-Employed Professional,2.0,57553.97,659,Owned,Divorced,0
CUST-107264,35,Male,West,Tier 1,Salaried - Corporate,1.0,54565.13,676,Mortgaged,Married,5
CUST-107265,30,Male,West,Tier 3,Salaried - Corporate,9.0,44696.14,657,Owned,Single,0
CUST-107266,45,Female,West,Tier 3,Self-Employed Professional,4.0,53621.66,719,Owned,Divorced,2
CUST-107267,37,Male,West,Tier 2,Self-Employed Professional,5.0,74550.21,668,Owned,Single,1
CUST-107268,38,Male,East,Tier 1,Salaried - Corporate,17.0,49692.59,648,Family Owned,Married,1
CUST-107269,28,Male,South,Tier 1,Salaried - Corporate,3.0,49391.95,799,Owned,Married,0
CUST-107270,21,Female,East,Tier 1,Salaried - Public Sector,1.0,100365.44,743,Mortgaged,Married,3
CUST-107271,39,Female,West,Tier 1,Salaried - Corporate,6.0,119348.94,691,Owned,Married,1
CUST-107272,46,Male,South,Tier 3,Salaried - Corporate,5.0,26848.47,611,Rented,Married,7
CUST-107273,34,Female,South,Tier 1,Salaried - Corporate,0.0,65840.83,707,Owned,Married,2
CUST-107274,51,Male,South,Tier 1,Self-Employed Professional,14.0,108262.99,712,Mortgaged,Single,0
CUST-107275,29,Male,East,Tier 2,Salaried - Public Sector,1.0,67904.28,727,Owned,Single,4
CUST-107276,26,Male,North,Tier 3,Salaried - Corporate,3.0,44641.61,691,Mortgaged,Married,0
CUST-107277,36,Male,West,Tier 1,Self-Employed Business,8.0,213239.08,766,Owned,Divorced,2
CUST-107278,36,Male,North,Tier 3,Self-Employed Professional,4.0,47361.06,682,Mortgaged,Married,1
CUST-107279,44,Female,North,Tier 2,Salaried - Public Sector,0.0,91007.53,757,Rented,Married,2
CUST-107280,29,Male,North,Tier 2,Salaried - Corporate,8.0,194062.47,740,Mortgaged,Married,4
CUST-107281,50,Male,East,Tier 3,Self-Employed Business,0.0,57707.61,677,Family Owned,Married,3
CUST-107282,56,Male,South,Tier 1,Salaried - Corporate,0.0,84966.74,654,Owned,Divorced,2
CUST-107283,36,Male,South,Tier 2,Self-Employed Professional,1.0,37639.15,681,Owned,Married,0
CUST-107284,49,Male,Central,Tier 2,Salaried - Corporate,5.0,49728.18,640,Owned,Married,0
CUST-107285,26,Male,West,Tier 3,Salaried - Corporate,5.0,44436.53,729,Mortgaged,Married,2
CUST-107286,47,Female,West,Tier 1,Contractual,15.0,47891.26,726,Owned,Single,2
CUST-107287,47,Female,East,Tier 1,Salaried - Public Sector,6.0,58717.64,614,Owned,Married,5
CUST-107288,45,Female,West,Tier 1,Salaried - Corporate,8.0,102293.81,766,Owned,Married,1
CUST-107289,36,Male,West,Tier 3,Self-Employed Business,7.0,42178.1,621,Owned,Married,1
CUST-107290,21,Female,Central,Tier 3,Unemployed,0.0,15001.08,500,Owned,Married,2
CUST-107291,30,Male,North,Tier 2,Salaried - Corporate,6.0,66664.37,694,Mortgaged,Married,0
CUST-107292,30,Male,North,Tier 1,Salaried - Corporate,9.0,84732.53,694,Family Owned,Single,0
CUST-107293,27,Male,North,Tier 1,Self-Employed Business,2.0,68883.91,668,Family Owned,Single,5
CUST-107294,38,Male,Central,Tier 2,Salaried - Public Sector,1.0,47404.41,701,Owned,Married,2
CUST-107295,32,Female,East,Rural,Self-Employed Business,,42216.26,710,Rented,Single,2
CUST-107296,28,Male,South,Tier 3,Self-Employed Professional,0.0,83585.89,682,Owned,Married,0
CUST-107297,26,Male,South,Tier 3,Salaried - Public Sector,5.0,21379.14,641,Mortgaged,Single,4
CUST-107298,29,Male,West,Tier 1,Salaried - Corporate,8.0,49471.15,716,Mortgaged,Single,1
CUST-107299,48,Female,Central,Rural,Salaried - Corporate,1.0,74290.73,637,Family Owned,Single,1
CUST-107300,30,Female,West,Tier 3,Self-Employed Business,1.0,62544.03,679,Rented,Divorced,0
CUST-107301,31,Male,West,Tier 1,Salaried - Corporate,,129803.44,727,Rented,Married,2
CUST-107302,32,Female,South,Tier 2,Self-Employed Professional,8.0,108877.92,736,Family Owned,Married,2
CUST-107303,40,Female,South,Tier 2,Salaried - Corporate,3.0,86361.69,645,Owned,Married,4
CUST-107304,41,Male,West,Tier 2,Salaried - Public Sector,1.0,58009.86,690,Mortgaged,Married,3
CUST-107305,21,Female,West,Rural,Salaried - Corporate,0.0,29246.95,653,Owned,Single,6
CUST-107306,47,Male,East,Tier 1,Salaried - Public Sector,6.0,65679.71,783,Owned,Married,5
CUST-107307,51,Male,North,Tier 3,Salaried - Public Sector,9.0,22316.17,596,Rented,Married,1
CUST-107308,26,Female,North,Tier 2,Salaried - Public Sector,0.0,45881.56,764,Rented,Married,2
CUST-107309,27,Male,North,Tier 3,Salaried - Corporate,0.0,30938.83,729,Owned,Married,1
CUST-107310,32,Male,East,Tier 1,Salaried - Corporate,2.0,27772.13,701,Mortgaged,Single,2
CUST-107311,29,Female,South,Tier 2,Salaried - Corporate,6.0,67049.08,672,Family Owned,Married,0
CUST-107312,39,Male,Central,Tier 1,Self-Employed Professional,15.0,104726.63,786,Owned,Married,1
CUST-107313,21,Male,East,Tier 1,Self-Employed Business,1.0,230010.0,658,Owned,Married,1
CUST-107314,25,Male,South,Tier 1,Salaried - Public Sector,,39063.16,573,Rented,Married,7
CUST-107315,52,Male,North,Tier 2,Salaried - Corporate,10.0,93010.22,696,Owned,Married,1
CUST-107316,27,Male,West,Rural,Self-Employed Professional,2.0,12341.58,563,Rented,Single,3
CUST-107317,49,Other,South,Tier 1,Salaried - Public Sector,1.0,60082.09,587,Family Owned,Married,2
CUST-107318,40,Male,East,Tier 1,Self-Employed Professional,0.0,281571.05,815,Owned,Married,1
CUST-107319,21,Female,East,Tier 1,Salaried - Corporate,1.0,69425.5,649,Mortgaged,Married,0
CUST-107320,43,Male,North,Tier 2,Self-Employed Business,19.0,43723.11,736,Mortgaged,Married,1
CUST-107321,35,Female,North,Tier 1,Salaried - Corporate,14.0,67553.56,846,Mortgaged,Single,1
CUST-107322,32,Other,South,Rural,Salaried - Corporate,0.0,62103.92,669,Mortgaged,Married,5
CUST-107323,39,Male,South,Tier 2,Salaried - Corporate,3.0,47051.03,612,Rented,Married,2
CUST-107324,41,Female,East,Tier 3,Self-Employed Business,2.0,72180.47,770,Rented,Single,2
CUST-107325,44,Other,East,Tier 3,Self-Employed Professional,6.0,62369.03,685,Owned,Married,3
CUST-107326,48,Female,Central,Tier 2,Salaried - Corporate,,71288.93,724,Rented,Single,2
CUST-107327,41,Male,West,Tier 3,Self-Employed Business,1.0,113297.91,581,Owned,Married,5
CUST-107328,23,Female,South,Tier 3,Self-Employed Professional,2.0,162771.1,736,Rented,Married,1
CUST-107329,32,Female,South,Tier 1,Salaried - Corporate,11.0,73577.4,712,Rented,Married,1
CUST-107330,66,Male,East,Tier 3,Unemployed,0.0,11400.73,491,Family Owned,Married,4
CUST-107331,44,Male,North,Tier 2,Salaried - Corporate,1.0,29925.08,687,Rented,Married,1
CUST-107332,60,Male,North-East,Tier 1,Salaried - Corporate,1.0,112959.45,673,Owned,Married,1
CUST-107333,50,Male,South,Tier 2,Self-Employed Professional,3.0,149711.88,710,Rented,Married,2
CUST-107334,39,Female,Central,Tier 1,Self-Employed Professional,7.0,130012.53,733,Owned,Single,1
CUST-107335,40,Male,Central,Tier 2,Salaried - Corporate,1.0,27089.74,678,Rented,Married,5
CUST-107336,36,Male,East,Tier 3,Self-Employed Business,3.0,41322.7,653,Rented,Single,1
CUST-107337,21,Female,North,Tier 1,Self-Employed Business,1.0,98538.65,690,Family Owned,Single,3
CUST-107338,37,Male,East,Tier 1,Contractual,1.0,23785.15,586,Owned,Married,1
CUST-107339,49,Male,East,Rural,Salaried - Corporate,0.0,118749.0,695,Rented,Married,1
CUST-107340,31,Male,West,Tier 2,Salaried - Public Sector,10.0,57747.22,641,Family Owned,Divorced,1
CUST-107341,41,Male,North,Tier 1,Salaried - Corporate,9.0,112213.53,761,Rented,Married,1
CUST-107342,45,Male,South,Tier 3,Salaried - Corporate,7.0,65251.85,734,Family Owned,Married,2
CUST-107343,27,Male,Central,Tier 3,Salaried - Corporate,0.0,42971.75,584,Mortgaged,Single,0
CUST-107344,32,Male,North-East,Tier 1,Salaried - Corporate,11.0,38637.32,665,Rented,Married,1
CUST-107345,26,Female,North,Tier 1,Salaried - Corporate,2.0,104479.69,763,Owned,Divorced,2
CUST-107346,28,Female,West,Tier 3,Salaried - Corporate,1.0,111080.19,708,Owned,Married,1
CUST-107347,24,Male,North,Tier 1,Salaried - Corporate,3.0,58294.98,665,Owned,Married,0
CUST-107348,27,Female,West,Tier 2,Salaried - Public Sector,6.0,39079.43,621,Owned,Single,4
CUST-107349,51,Female,North,Tier 1,Salaried - Corporate,30.0,107123.54,845,Mortgaged,Single,2
CUST-107350,27,Male,Central,Tier 2,Salaried - Public Sector,5.0,70938.66,663,Rented,Married,0
CUST-107351,38,Female,East,Tier 1,Salaried - Public Sector,17.0,100739.18,777,Owned,Married,2
CUST-107352,31,Female,South,Tier 2,Salaried - Corporate,3.0,50481.07,760,Owned,Single,3
CUST-107353,48,Male,South,Tier 1,Salaried - Corporate,0.0,65548.55,682,Rented,Married,1
CUST-107354,50,Male,North,Tier 1,Self-Employed Professional,1.0,17773.32,684,Owned,Married,1
CUST-107355,45,Male,East,Tier 1,Self-Employed Professional,2.0,88655.86,717,Rented,Single,0
CUST-107356,40,Male,West,Tier 1,Salaried - Corporate,9.0,53123.61,739,Owned,Single,1
CUST-107357,34,Female,West,Tier 3,Unemployed,0.0,4144.88,451,Mortgaged,Married,1
CUST-107358,25,Female,West,Tier 3,Self-Employed Professional,0.0,154609.99,675,Mortgaged,Married,0
CUST-107359,56,Male,West,Tier 2,Salaried - Corporate,1.0,61131.43,655,Family Owned,Single,1
CUST-107360,29,Female,North-East,Tier 2,Self-Employed Business,,20986.88,624,,Married,2
CUST-107361,43,Male,West,Tier 1,Self-Employed Business,0.0,123750.06,717,Owned,Single,2
CUST-107362,47,Male,North,Tier 1,Salaried - Public Sector,4.0,134137.39,752,Rented,Single,2
CUST-107363,31,Female,West,Tier 1,Self-Employed Business,0.0,220778.61,661,Rented,Married,1
CUST-107364,47,Female,South,Tier 3,Salaried - Corporate,6.0,65883.82,702,Mortgaged,Single,4
CUST-107365,44,Male,North-East,Tier 1,Contractual,14.0,20091.23,639,Owned,Married,3
CUST-107366,54,Male,South,Rural,Salaried - Corporate,12.0,30951.51,681,Owned,Divorced,1
CUST-107367,32,Male,South,Tier 3,Self-Employed Professional,0.0,29472.6,593,Owned,Married,0
CUST-107368,24,Male,North,Rural,Salaried - Corporate,3.0,41001.3,683,Owned,Single,4
CUST-107369,31,Male,East,Tier 2,Salaried - Corporate,0.0,79833.66,702,Rented,Married,2
CUST-107370,39,Male,North,Tier 2,Contractual,0.0,32755.27,642,Mortgaged,Single,2
CUST-107371,37,Male,Central,Tier 1,Salaried - Corporate,5.0,44737.82,664,Owned,Married,1
CUST-107372,33,Female,South,Tier 2,Self-Employed Business,5.0,64292.7,704,Rented,Married,1
CUST-107373,21,Male,South,Rural,Salaried - Corporate,0.0,68462.94,703,Rented,Divorced,0
CUST-107374,41,Male,North,Tier 1,Self-Employed Professional,2.0,116864.73,710,Owned,Single,2
CUST-107375,56,Female,North,Tier 1,Salaried - Corporate,2.0,86004.41,634,Owned,Married,3
