customer_id,age,gender,city,annual_income,visit_frequency,avg_purchase_value,online_activity_score,membership_years,discount_usage,monthly_spending,loyal_customer
CUST-15400,23,Female,Phoenix,20352.48,6,27.48,57.0,1.5,0.63,175.77,0
CUST-15401,33,Female,San Francisco,48136.09,11,60.51,38.9,0.5,0.57,741.3,0
CUST-15402,44,Female,Los Angeles,194394.91,8,450.0,94.1,6.8,0.21,3965.54,1
CUST-15403,39,Female,Seattle,77709.89,6,178.21,63.9,4.2,0.37,1146.21,1
CUST-15404,27,Female,Austin,48620.09,8,126.2,68.6,2.0,0.56,1043.76,0
CUST-15405,38,Female,Houston,76583.17,8,149.56,66.5,4.9,0.54,1308.13,0
CUST-15406,19,Male,Miami,34758.98,6,62.66,61.2,0.5,0.54,431.4,0
CUST-15407,51,Female,Houston,18000.0,10,60.22,97.1,9.8,0.72,585.84,1
CUST-15408,35,Female,New York,87334.82,5,167.37,58.7,0.8,0.51,1025.01,0
CUST-15409,51,Male,Los Angeles,43233.46,9,61.05,76.7,9.9,0.71,564.68,1
CUST-15410,31,Male,New York,76941.41,4,122.42,87.5,4.4,0.57,775.62,1
CUST-15411,31,Female,Austin,70263.7,7,156.84,63.9,0.8,0.42,1187.34,0
CUST-15412,28,Male,Los Angeles,66891.02,2,138.12,70.1,1.6,0.51,434.67,1
CUST-15413,48,Male,Phoenix,20746.69,10,16.57,53.7,9.6,0.57,229.44,1
CUST-15414,29,Female,Los Angeles,63126.91,10,137.59,58.0,2.4,0.31,1359.27,0
CUST-15415,45,Female,Phoenix,60897.08,10,120.0,56.1,7.7,0.5,1282.44,1
CUST-15416,33,Female,Los Angeles,30937.75,8,49.17,75.2,3.3,0.73,397.14,0
CUST-15417,18,Male,Miami,24079.59,5,51.03,59.6,0.5,0.6,244.07,0
CUST-15418,31,Male,New York,42855.63,5,69.92,57.4,4.9,0.67,409.95,0
CUST-15419,23,Male,Boston,94438.48,8,211.1,59.2,0.9,0.35,1775.43,0
CUST-15420,38,Male,Seattle,24933.95,9,22.45,78.6,3.4,0.73,305.92,1
CUST-15421,23,Male,San Francisco,114847.35,4,246.21,70.8,1.1,0.44,1186.08,0
CUST-15422,49,Female,New York,88976.94,9,192.83,57.7,1.7,0.42,1831.49,0
CUST-15423,36,Female,Los Angeles,54776.19,7,130.65,65.7,3.2,0.43,984.5,0
CUST-15424,35,Male,Seattle,32300.2,12,26.21,72.1,5.4,0.62,342.64,1
CUST-15425,45,Male,New York,49112.6,12,92.12,78.0,9.2,0.56,1089.24,1
CUST-15426,49,Female,New York,108126.45,9,147.42,71.7,11.0,0.53,1466.28,1
CUST-15427,37,Female,Houston,96477.91,6,185.19,41.0,0.6,0.16,1329.91,0
CUST-15428,28,Male,Los Angeles,37200.61,10,63.62,60.2,3.3,0.49,732.03,1
CUST-15429,18,Female,Los Angeles,110270.72,6,158.91,48.3,0.5,0.13,1223.89,0
CUST-15430,29,Male,Houston,72521.93,6,95.6,68.6,1.3,0.46,760.76,0
CUST-15431,30,Male,Chicago,56691.05,7,69.95,71.7,2.6,0.61,545.87,0
CUST-15432,39,Male,New York,50573.2,12,90.1,83.2,7.2,0.71,1067.63,1
CUST-15433,33,Female,Houston,38484.53,11,113.76,79.3,2.9,0.56,1223.01,1
CUST-15434,46,Male,Chicago,141527.8,7,309.16,92.1,11.1,0.36,2372.12,1
CUST-15435,30,Male,San Francisco,82925.11,9,198.83,58.3,3.2,0.22,1964.37,0
CUST-15436,37,Male,New York,142206.96,8,410.32,67.6,4.0,0.27,3482.51,1
CUST-15437,52,Female,Phoenix,55018.15,11,106.25,63.5,4.4,0.52,1125.36,1
CUST-15438,42,Male,Chicago,45362.51,7,85.37,52.4,0.6,0.47,616.88,0
CUST-15439,37,Male,Chicago,76178.55,10,106.53,63.9,4.8,0.48,1193.46,1
CUST-15440,30,Male,Los Angeles,183263.35,10,450.0,62.8,3.0,0.17,4800.0,1
CUST-15441,30,Male,New York,52999.95,6,59.33,67.6,2.7,0.65,460.05,0
CUST-15442,27,Female,Seattle,106945.86,5,239.21,85.6,2.2,0.35,1417.58,1
CUST-15443,31,Male,Los Angeles,68529.28,9,184.46,78.4,4.5,0.49,1672.72,1
CUST-15444,47,Male,San Francisco,36743.38,5,82.1,73.6,4.0,0.68,452.75,1
CUST-15445,35,Female,Boston,31144.24,9,80.6,76.8,4.0,0.62,716.95,0
CUST-15446,21,Male,Houston,41056.93,13,99.32,69.8,1.0,0.66,1251.55,0
CUST-15447,59,Male,Chicago,67679.22,7,151.76,28.7,3.5,0.38,1218.17,0
CUST-15448,41,Male,Los Angeles,96659.37,7,138.64,100.0,8.5,0.45,1119.97,1
CUST-15449,21,Female,Boston,29639.55,7,49.49,68.8,1.0,0.62,350.66,0
CUST-15450,32,Female,San Francisco,105116.13,9,285.45,73.7,0.8,0.47,2579.91,1
CUST-15451,39,Female,San Francisco,71487.8,10,163.51,68.8,7.3,0.48,1619.86,1
CUST-15452,58,Female,Chicago,56979.51,14,145.44,91.2,14.0,,1948.08,1
CUST-15453,24,Female,Seattle,90894.02,11,153.5,63.6,2.0,0.35,1780.31,0
CUST-15454,49,Female,San Francisco,181593.31,12,345.62,89.2,5.6,0.23,4503.46,1
CUST-15455,54,Female,Los Angeles,72517.47,13,222.5,73.9,14.3,0.51,2736.93,1
CUST-15456,30,Male,Phoenix,24742.33,9,77.65,56.7,1.0,0.69,681.98,0
CUST-15457,34,Male,Chicago,51805.1,7,39.82,66.4,3.7,0.74,410.01,0
CUST-15458,25,Female,New York,111990.76,5,152.84,67.5,0.9,0.15,1045.48,0
CUST-15459,35,Other,Miami,80115.8,7,108.9,78.0,3.3,,890.09,1
CUST-15460,37,Male,New York,102029.45,9,243.03,89.0,7.1,0.5,2235.55,1
CUST-15461,45,Female,Houston,39882.43,8,111.26,61.1,8.7,0.56,943.64,1
CUST-15462,51,Female,Los Angeles,31440.41,14,66.92,72.5,10.4,0.62,915.27,1
CUST-15463,29,Male,Los Angeles,83659.96,9,77.02,74.1,1.9,0.32,858.53,0
CUST-15464,18,Male,Chicago,30997.81,3,70.32,66.8,0.5,0.61,293.21,0
CUST-15465,37,Female,Austin,84272.91,12,131.41,65.7,3.1,0.35,1694.87,1
CUST-15466,41,Male,Chicago,80453.52,8,171.84,41.7,0.8,0.33,1528.42,0
CUST-15467,40,Female,New York,57887.58,9,126.66,41.8,5.8,0.26,1230.06,1
CUST-15468,34,Female,Phoenix,46092.61,9,119.13,50.5,2.6,0.57,1096.4,0
CUST-15469,39,Female,Los Angeles,68809.76,8,150.05,68.6,1.7,0.48,1229.87,1
CUST-15470,56,Male,New York,53782.17,11,81.78,92.6,14.1,0.52,968.01,1
CUST-15471,42,Female,New York,36653.51,7,69.18,67.1,6.3,,528.04,0
CUST-15472,33,Male,New York,71717.85,11,111.76,75.9,5.7,0.47,1301.15,1
CUST-15473,31,Male,Chicago,58765.28,11,142.62,58.8,3.2,0.48,1578.5,0
CUST-15474,35,Female,Chicago,112343.21,4,181.01,74.5,0.9,0.41,1005.11,0
CUST-15475,57,Male,New York,49469.35,9,111.18,38.7,0.9,0.42,1026.43,0
CUST-15476,35,Male,Miami,87812.12,12,224.53,79.8,6.2,0.51,2597.41,1
CUST-15477,37,Male,New York,41215.51,9,70.3,49.1,0.8,0.5,624.86,0
CUST-15478,32,Female,Boston,33190.55,7,65.18,48.2,3.6,0.52,500.44,0
CUST-15479,51,Male,Phoenix,41948.93,7,77.82,82.3,4.3,0.62,522.59,1
CUST-15480,61,Female,New York,45690.7,9,96.61,62.7,10.5,0.55,924.75,1
CUST-15481,43,Female,Austin,30212.24,10,46.06,65.1,3.2,0.69,476.84,0
CUST-15482,38,Female,Los Angeles,164707.61,8,293.67,66.8,0.8,0.13,2746.62,1
CUST-15483,38,Female,Chicago,45386.33,9,115.23,89.6,6.0,0.72,1036.36,1
CUST-15484,18,Male,Los Angeles,197879.54,6,297.45,55.6,0.5,0.07,2364.43,0
CUST-15485,46,Male,San Francisco,46124.77,7,113.13,77.6,6.4,0.5,820.48,1
CUST-15486,39,Male,Houston,21904.19,7,37.94,67.8,6.6,0.51,320.16,1
CUST-15487,43,Male,New York,139490.18,5,341.9,68.3,7.2,0.27,2032.84,1
CUST-15488,29,Female,New York,50857.16,10,68.81,59.9,1.9,0.51,803.79,0
CUST-15489,33,Male,San Francisco,81300.31,2,182.57,65.5,4.6,0.44,554.17,0
CUST-15490,33,Male,Los Angeles,31632.65,11,102.7,82.5,5.6,0.65,1065.83,1
CUST-15491,50,Female,New York,71757.53,11,161.73,93.1,8.0,0.52,1803.73,1
CUST-15492,33,Female,Houston,25923.2,10,47.85,93.8,4.4,0.78,535.27,0
CUST-15493,62,Female,Miami,49600.34,8,120.01,100.0,13.1,0.73,963.55,1
CUST-15494,43,Female,Los Angeles,49158.04,11,122.6,70.0,8.5,0.65,1276.54,1
CUST-15495,22,Female,Los Angeles,69905.23,5,123.67,100.0,0.9,0.6,704.8,0
CUST-15496,36,Female,Seattle,92594.89,9,232.87,80.1,7.1,0.52,2075.98,1
CUST-15497,30,Male,New York,82507.51,8,196.66,71.0,0.6,0.47,1605.12,0
CUST-15498,18,Other,Phoenix,61093.62,3,154.77,82.6,0.5,0.5,599.96,0
CUST-15499,57,Female,Austin,56432.12,19,117.97,60.9,4.1,0.61,2041.57,1
CUST-15500,46,Male,Seattle,54474.29,10,77.98,72.6,5.2,0.65,824.92,0
CUST-15501,44,Male,New York,92518.5,11,266.04,84.7,9.2,0.56,2815.07,1
CUST-15502,39,Female,Los Angeles,58926.02,6,137.19,58.9,2.4,0.55,908.72,0
CUST-15503,21,Female,New York,70505.76,4,122.23,69.4,0.7,0.51,646.4,0
CUST-15504,32,Male,Boston,79315.91,11,181.9,62.3,3.8,0.42,2058.21,1
CUST-15505,48,Male,Austin,35550.25,9,82.99,76.3,8.6,0.66,721.38,1
CUST-15506,25,Female,Los Angeles,127333.83,7,224.85,83.9,0.5,0.34,1805.11,1
CUST-15507,18,Female,San Francisco,66956.2,11,147.26,86.1,0.5,0.45,1646.73,0
CUST-15508,35,Male,Seattle,72058.56,9,124.78,45.8,3.6,0.48,1185.53,1
CUST-15509,36,Male,Los Angeles,60931.3,7,140.79,70.7,2.3,0.59,1032.63,1
CUST-15510,39,Female,New York,101364.29,10,277.8,72.7,4.8,0.29,2846.24,1
CUST-15511,46,Male,New York,86655.47,4,123.62,,2.2,0.39,734.83,0
CUST-15512,45,Female,Chicago,55482.79,8,120.35,58.8,3.8,0.47,1032.67,1
CUST-15513,41,Male,Boston,134147.96,8,358.74,71.8,6.7,0.37,3014.4,1
CUST-15514,52,Male,Boston,18000.0,6,55.59,90.6,11.9,0.74,325.12,1
CUST-15515,19,Male,New York,136140.37,3,246.54,61.6,0.5,0.25,1042.17,0
CUST-15516,44,Male,Los Angeles,98702.9,7,237.62,67.6,1.2,0.35,1884.88,0
CUST-15517,45,Male,Chicago,22717.3,10,82.22,84.0,7.5,0.72,769.66,1
CUST-15518,23,Male,Miami,81907.7,5,123.16,73.4,1.8,0.47,856.9,0
CUST-15519,19,Female,Phoenix,82774.32,9,96.0,67.0,0.5,0.48,1052.37,0
CUST-15520,29,Male,Houston,68158.32,11,137.95,68.2,2.4,0.42,1609.72,1
CUST-15521,30,Female,Phoenix,22361.49,6,56.59,75.4,4.8,0.55,322.9,1
CUST-15522,47,Male,New York,102891.57,14,224.66,90.3,7.6,0.46,3110.92,1
CUST-15523,30,Female,Chicago,94125.91,12,260.07,72.4,4.0,0.44,3091.33,1
CUST-15524,27,Male,Austin,44766.12,10,108.29,72.4,2.5,0.59,1091.65,0
CUST-15525,30,Male,New York,91187.36,10,157.51,59.0,1.4,0.31,1746.93,1
CUST-15526,51,Female,Houston,43135.55,7,72.6,52.5,4.1,0.38,591.7,0
CUST-15527,38,Female,Los Angeles,96998.47,11,221.7,66.2,5.5,0.42,2500.47,1
CUST-15528,35,Female,Houston,44000.37,4,103.47,86.7,3.4,0.84,472.13,0
CUST-15529,36,Female,Houston,38509.03,11,64.65,70.3,3.2,,697.26,0
CUST-15530,53,Female,Houston,50466.17,5,50.38,48.6,0.8,0.52,412.36,0
CUST-15531,29,Male,Seattle,34624.52,7,92.29,79.3,3.9,0.61,694.86,0
CUST-15532,53,Female,Chicago,53077.01,9,111.53,69.2,12.4,0.69,957.45,1
CUST-15533,40,Female,Houston,61682.35,7,140.77,54.1,4.3,,1037.16,1
CUST-15534,36,Other,New York,112993.35,8,154.66,73.4,5.2,0.47,1398.94,1
CUST-15535,68,Female,Miami,58289.96,11,145.79,71.3,3.1,0.71,1433.75,1
CUST-15536,25,Male,Los Angeles,30438.43,4,33.25,83.6,1.7,0.64,247.83,0
CUST-15537,33,Male,Miami,101198.81,4,209.54,63.2,2.9,0.45,1160.29,0
CUST-15538,23,Female,Los Angeles,127751.37,8,315.47,65.7,1.5,0.21,2803.78,1
CUST-15539,49,Female,New York,77372.62,8,156.59,79.2,6.1,0.56,1299.04,0
CUST-15540,58,Female,New York,50218.25,6,125.32,71.3,7.7,0.48,789.5,1
CUST-15541,58,Female,Austin,45683.9,7,47.51,67.8,4.8,0.68,377.81,1
CUST-15542,52,Male,Los Angeles,56274.72,4,82.54,54.9,1.1,0.48,505.25,0
CUST-15543,35,Male,New York,84072.84,6,198.34,70.0,6.3,0.38,1290.41,1
CUST-15544,33,Male,New York,62809.52,6,78.91,78.7,0.6,0.52,622.34,0
CUST-15545,18,Female,Los Angeles,40561.24,3,45.45,71.1,0.5,0.62,236.73,0
CUST-15546,62,Female,New York,121979.65,9,312.45,56.7,7.0,0.18,3070.81,1
CUST-15547,43,Male,Houston,58533.21,7,134.55,74.2,3.5,0.54,1018.16,1
CUST-15548,32,Female,Los Angeles,36811.88,6,90.91,59.9,3.3,0.57,578.89,0
CUST-15549,53,Male,Houston,59537.52,7,150.73,68.5,6.7,0.6,1039.77,1
CUST-15550,26,Male,New York,79303.7,5,173.87,78.0,1.2,0.69,1010.22,1
CUST-15551,42,Female,Chicago,39726.1,2,68.3,52.0,1.3,0.45,278.89,0
CUST-15552,35,Male,Phoenix,88624.57,5,208.72,56.0,1.4,0.42,1187.14,0
CUST-15553,45,Female,New York,78241.01,9,195.08,94.7,5.5,0.56,1738.38,1
CUST-15554,37,Female,Chicago,51045.84,8,86.14,71.3,6.5,0.62,746.56,1
CUST-15555,20,Female,Los Angeles,59755.77,7,68.47,58.6,0.5,0.52,642.95,0
CUST-15556,38,Male,Los Angeles,77786.28,12,206.51,83.1,5.6,0.7,2347.73,1
CUST-15557,50,Male,Phoenix,47030.32,9,118.85,77.4,10.2,0.59,1037.52,1
CUST-15558,37,Female,Phoenix,46834.14,8,109.3,96.0,2.5,0.8,751.46,1
CUST-15559,47,Female,Phoenix,83085.21,9,96.67,69.9,7.9,0.56,990.9,1
CUST-15560,25,Female,New York,35986.62,2,102.03,69.3,2.1,0.53,294.23,0
CUST-15561,37,Male,Los Angeles,33322.41,7,50.65,82.2,5.5,0.72,452.97,1
CUST-15562,30,Male,Los Angeles,91880.46,3,144.85,63.7,4.3,0.27,699.63,0
CUST-15563,46,Female,Houston,172237.84,8,230.97,70.7,4.8,0.17,2256.23,1
CUST-15564,38,Female,Chicago,88171.4,10,157.07,68.4,2.3,0.46,1700.72,1
CUST-15565,46,Male,Los Angeles,158239.71,7,376.63,59.8,6.3,0.11,3018.19,0
CUST-15566,51,Male,Miami,41420.07,6,69.2,54.9,1.3,0.47,490.85,0
CUST-15567,46,Female,New York,53186.72,7,61.31,62.5,4.1,0.53,547.15,0
CUST-15568,41,Male,Austin,74875.11,7,147.57,76.0,8.2,0.43,1156.03,1
CUST-15569,26,Male,New York,117821.86,4,311.34,64.3,1.9,0.37,1541.92,0
CUST-15570,37,Male,Miami,26713.68,10,58.84,62.6,3.6,0.5,597.13,1
CUST-15571,31,Male,Chicago,51132.78,8,118.02,85.5,1.7,0.63,964.31,0
CUST-15572,33,Female,Seattle,66811.8,11,163.12,80.6,1.9,,1703.39,1
CUST-15573,33,Male,New York,52086.94,1,61.27,75.0,1.8,0.6,176.5,0
CUST-15574,26,Male,Chicago,42945.16,11,71.61,79.9,2.7,0.69,761.3,1
CUST-15575,18,Male,Los Angeles,94968.13,8,186.69,65.3,0.5,0.4,1587.2,0
CUST-15576,29,Male,Austin,75369.08,5,206.3,66.9,2.6,0.54,1098.08,0
CUST-15577,40,Female,Austin,88834.99,10,272.01,74.7,1.2,0.52,2637.68,1
CUST-15578,21,Male,New York,86555.57,8,208.37,63.0,1.0,0.41,1688.93,0
CUST-15579,38,Female,Phoenix,31508.45,8,58.37,89.6,7.1,0.7,467.42,1
CUST-15580,60,Male,Houston,63592.97,11,180.28,94.2,14.0,0.59,1887.77,1
CUST-15581,50,Male,New York,45435.91,5,91.16,54.2,8.2,0.47,554.63,1
CUST-15582,57,Male,New York,62581.68,14,102.82,71.2,7.8,0.53,1473.19,1
CUST-15583,42,Male,Austin,35496.37,10,93.88,46.4,6.1,0.51,971.21,1
CUST-15584,52,Female,Chicago,41912.79,14,120.87,51.6,0.7,0.61,1522.44,1
CUST-15585,29,Male,New York,76522.8,8,170.98,54.0,3.1,0.44,1481.74,1
CUST-15586,30,Female,Los Angeles,49563.83,10,113.94,55.7,3.6,0.48,1133.17,0
CUST-15587,18,Male,Los Angeles,40061.89,4,51.13,84.2,0.5,0.82,356.14,0
CUST-15588,52,Male,Houston,90908.2,10,152.1,62.2,7.9,0.33,1638.72,1
CUST-15589,56,Male,Los Angeles,58686.56,13,72.47,64.7,10.7,0.48,1082.07,1
CUST-15590,31,Female,Chicago,43687.89,8,74.96,60.8,3.5,0.7,606.42,1
CUST-15591,34,Male,New York,42570.0,5,130.09,58.6,1.2,0.55,731.8,0
CUST-15592,28,Male,Los Angeles,24434.82,7,75.33,81.4,3.6,0.63,503.0,1
CUST-15593,42,Male,New York,65452.57,7,145.51,56.4,6.2,0.41,1129.16,1
CUST-15594,51,Male,Seattle,33997.23,8,81.78,87.9,9.7,0.64,650.64,1
CUST-15595,18,Female,New York,104414.39,5,129.55,48.1,0.5,0.27,956.1,0
CUST-15596,42,Female,San Francisco,76973.6,15,99.62,76.7,8.9,0.48,1505.76,1
CUST-15597,34,Female,Los Angeles,135800.52,4,343.82,68.4,3.5,0.29,1613.67,1
CUST-15598,39,Female,Chicago,63597.36,6,174.1,75.1,5.9,0.63,1034.37,0
CUST-15599,43,Female,Los Angeles,43322.74,9,78.25,67.3,9.5,0.42,789.26,1
CUST-15600,35,Male,San Francisco,29627.8,14,44.24,75.5,6.3,0.74,621.69,1
CUST-15601,36,Female,Seattle,101358.14,7,213.62,52.7,4.8,0.36,1732.04,1
CUST-15602,35,Male,Los Angeles,32542.03,8,61.58,64.1,1.5,0.59,551.43,0
CUST-15603,49,Male,Los Angeles,50801.93,6,102.7,100.0,11.8,0.62,633.75,1
CUST-15604,43,Female,San Francisco,175170.73,10,249.32,76.9,9.8,0.25,2883.96,1
CUST-15605,40,Female,New York,99269.76,3,221.62,55.6,1.4,0.4,882.66,0
CUST-15606,22,Female,Phoenix,59253.03,3,134.07,70.3,1.0,0.57,518.57,0
CUST-15607,33,Female,New York,117273.7,2,227.16,62.4,3.5,0.28,783.29,0
CUST-15608,48,Male,Phoenix,76738.93,3,179.75,74.8,1.6,0.4,819.31,1
CUST-15609,38,Male,Houston,113457.08,5,297.45,46.1,1.9,0.17,1761.69,0
CUST-15610,45,Male,New York,54123.02,7,154.35,86.5,6.0,0.5,1088.53,1
CUST-15611,59,Female,Phoenix,40388.38,11,75.02,71.2,14.5,0.62,813.26,1
CUST-15612,50,Female,Chicago,35867.89,4,98.05,53.5,0.8,0.48,430.24,0
CUST-15613,39,Male,Los Angeles,61292.52,9,108.65,67.4,7.7,0.59,1075.87,1
CUST-15614,31,Male,Los Angeles,58316.8,9,95.61,66.6,4.7,0.4,963.71,1
CUST-15615,18,Male,Houston,21401.81,8,38.72,69.0,0.5,0.69,331.59,0
CUST-15616,35,Female,New York,52741.31,12,124.22,82.1,2.9,0.65,1469.1,1
CUST-15617,34,Female,Austin,122377.82,5,135.18,90.8,3.4,0.39,991.81,1
CUST-15618,42,Male,San Francisco,85697.29,5,109.61,74.1,4.2,0.62,694.04,0
CUST-15619,36,Female,New York,104590.07,12,208.63,73.3,6.8,0.36,2620.62,1
CUST-15620,34,Female,Miami,48457.11,6,128.9,72.9,3.6,,826.25,0
CUST-15621,18,Male,Los Angeles,24251.05,11,55.49,81.9,0.5,0.62,585.19,0
CUST-15622,26,Female,Phoenix,45721.39,6,124.46,81.4,1.2,0.54,765.43,0
CUST-15623,43,Male,Los Angeles,104884.0,10,143.39,77.5,4.9,0.41,1663.94,1
CUST-15624,58,Male,San Francisco,41924.7,8,48.24,89.2,14.3,0.54,439.69,1
CUST-15625,36,Male,San Francisco,110193.34,5,181.41,48.6,4.3,0.3,1156.67,0
CUST-15626,41,Female,Houston,21977.86,4,39.7,89.8,6.6,0.67,194.62,1
CUST-15627,49,Female,Los Angeles,62934.99,8,157.99,61.5,1.6,0.58,1269.68,0
CUST-15628,28,Male,Los Angeles,81799.07,2,108.94,43.8,3.6,0.34,423.11,0
CUST-15629,42,Female,Chicago,48665.9,7,87.96,60.1,5.4,0.52,652.09,1
CUST-15630,29,Male,New York,250000.0,8,450.0,83.6,4.1,0.0,4411.37,1
CUST-15631,48,Female,Los Angeles,48686.97,8,116.11,66.0,5.6,0.49,949.94,0
CUST-15632,39,Female,San Francisco,56798.44,10,92.67,71.4,5.9,0.5,944.6,1
CUST-15633,41,Male,Seattle,75010.96,5,175.16,83.7,4.6,0.45,960.17,1
CUST-15634,28,Male,Los Angeles,42713.72,7,87.47,50.9,1.0,0.39,688.72,0
CUST-15635,46,Female,Los Angeles,30305.76,5,46.26,60.9,3.4,0.51,247.23,0
CUST-15636,63,Male,Seattle,39116.85,6,40.03,28.0,1.5,0.3,309.84,0
CUST-15637,25,Female,Boston,94969.87,6,231.48,69.3,1.5,0.31,1554.89,0
CUST-15638,33,Female,Chicago,48840.75,9,106.8,56.6,4.1,0.53,1051.91,0
CUST-15639,40,Female,New York,171290.3,7,450.0,60.5,2.5,0.11,3561.65,1
CUST-15640,47,Male,San Francisco,60830.96,9,100.4,57.5,5.9,0.36,1066.76,1
CUST-15641,31,Male,Miami,73420.75,9,100.61,93.6,2.7,0.68,965.58,1
CUST-15642,18,Male,New York,94421.64,3,197.47,67.2,0.5,0.35,750.98,0
CUST-15643,54,Female,Phoenix,38815.08,7,44.54,71.5,3.1,0.59,458.32,0
CUST-15644,47,Male,Phoenix,31421.1,7,69.88,77.5,6.4,0.76,477.64,0
CUST-15645,18,Male,Chicago,23930.0,9,44.47,85.2,0.5,0.67,363.53,0
CUST-15646,30,Female,San Francisco,100010.72,6,171.29,63.4,1.7,0.28,1211.76,0
CUST-15647,56,Female,Chicago,103561.41,8,200.3,68.4,9.0,0.2,1824.15,1
CUST-15648,55,Male,San Francisco,34252.23,9,79.09,64.6,2.6,0.56,719.75,0
CUST-15649,49,Other,Houston,42765.38,14,99.58,85.7,11.2,0.62,1295.21,1
CUST-15650,35,Female,Los Angeles,44636.3,10,61.56,73.6,6.4,0.68,656.03,0
CUST-15651,38,Male,Phoenix,64236.32,6,174.91,,5.5,0.63,1024.55,1
CUST-15652,36,Male,San Francisco,64353.45,4,181.87,65.1,2.5,0.6,825.94,0
CUST-15653,51,Female,Austin,115473.98,10,154.75,74.6,8.5,0.41,1680.83,1
CUST-15654,27,Female,Chicago,46938.5,10,103.81,82.5,2.4,0.54,1066.06,1
CUST-15655,28,Male,New York,39415.44,10,67.7,71.2,1.9,0.6,676.42,0
CUST-15656,50,Male,Austin,47141.43,5,65.08,52.5,4.0,0.37,458.94,0
CUST-15657,37,Male,Phoenix,40754.93,5,123.56,70.9,1.7,0.62,675.23,0
CUST-15658,54,Female,Boston,84573.1,4,222.4,43.4,3.5,0.42,1103.73,0
CUST-15659,29,Male,New York,60678.52,8,133.12,69.6,3.0,0.63,1092.67,0
CUST-15660,37,Male,Los Angeles,77637.84,8,109.6,96.8,6.8,0.63,922.75,1
CUST-15661,26,Female,New York,49259.74,10,72.87,87.2,1.5,0.6,781.87,1
CUST-15662,38,Female,Seattle,58442.88,6,143.94,50.9,1.4,0.48,925.81,0
CUST-15663,20,Female,Seattle,45735.33,7,85.68,62.9,0.5,0.6,655.28,0
CUST-15664,32,Male,Houston,33704.48,3,100.09,56.9,2.6,0.71,343.39,0
CUST-15665,20,Male,New York,138347.15,6,246.06,81.3,0.6,0.2,1788.42,1
CUST-15666,46,Male,New York,51151.13,7,69.21,64.6,4.0,0.44,621.6,1
CUST-15667,46,Female,Phoenix,40979.9,5,90.27,72.6,3.1,0.5,552.82,0
CUST-15668,18,Female,Houston,86769.37,1,215.29,69.3,0.5,0.28,452.63,0
CUST-15669,54,Male,San Francisco,110356.68,5,196.92,74.2,9.4,0.37,1243.73,1
CUST-15670,67,Male,Los Angeles,141543.95,15,214.92,56.0,13.7,0.15,3539.93,1
CUST-15671,38,Female,Chicago,72416.62,7,120.5,76.0,5.7,0.55,931.04,1
CUST-15672,30,Female,New York,54171.21,12,92.34,70.6,1.2,0.56,1081.65,1
CUST-15673,71,Male,Phoenix,136381.56,12,381.43,65.5,11.4,0.19,4800.0,1
CUST-15674,22,Female,Chicago,76102.05,4,122.91,66.4,0.7,0.29,746.88,0
CUST-15675,38,Female,Boston,60172.69,8,179.37,70.9,4.7,0.49,1484.23,1
CUST-15676,40,Female,Phoenix,50180.02,8,88.13,60.7,1.1,0.53,751.42,0
CUST-15677,54,Female,Chicago,62219.95,3,127.64,,1.2,0.54,479.79,0
CUST-15678,42,Female,Los Angeles,55345.8,11,54.04,60.6,4.7,0.55,673.63,1
CUST-15679,32,Female,Boston,32675.92,12,68.35,55.6,1.0,0.61,780.61,0
CUST-15680,26,Female,New York,164961.12,7,363.17,72.6,1.3,0.29,2884.99,0
CUST-15681,33,Male,Los Angeles,61626.36,9,190.44,61.3,2.4,0.5,1674.44,1
CUST-15682,25,Male,Boston,71258.53,8,113.71,73.9,2.3,0.4,1003.44,1
CUST-15683,38,Female,Phoenix,137821.07,12,195.4,63.2,3.0,0.28,2643.91,1
CUST-15684,31,Female,Houston,36572.95,3,79.8,52.1,2.8,0.61,342.18,0
CUST-15685,20,Female,Los Angeles,86465.83,7,77.88,70.7,0.7,0.43,755.83,0
CUST-15686,53,Male,Seattle,45569.51,5,66.95,70.2,3.3,0.55,415.62,0
CUST-15687,32,Female,Los Angeles,73150.37,4,177.38,83.5,4.6,0.53,855.4,0
CUST-15688,22,Male,Los Angeles,68907.12,5,147.52,64.8,1.4,0.48,896.65,0
CUST-15689,35,Female,New York,108597.66,4,136.43,80.4,6.7,0.48,762.86,1
CUST-15690,38,Male,New York,133811.71,9,224.38,62.5,3.8,0.24,2260.75,1
CUST-15691,18,Male,Austin,44602.7,7,111.85,86.5,0.5,0.77,717.51,0
CUST-15692,41,Male,Phoenix,99010.08,6,228.26,72.7,6.6,0.5,1481.7,1
CUST-15693,25,Female,Phoenix,102578.12,5,244.35,48.7,0.6,0.45,1384.98,0
CUST-15694,58,Male,Austin,52591.9,4,110.1,63.2,1.1,0.59,606.78,0
CUST-15695,44,Male,Los Angeles,62098.1,7,128.7,62.2,3.8,0.36,964.58,0
CUST-15696,33,Male,New York,57121.14,7,75.76,96.1,4.5,0.63,621.5,1
CUST-15697,29,Male,Phoenix,41853.01,5,126.3,67.8,1.0,0.64,659.8,0
CUST-15698,36,Female,Houston,28196.94,6,79.64,69.5,4.8,0.68,488.95,0
CUST-15699,45,Male,Chicago,83914.86,7,82.23,58.4,3.3,0.41,766.52,0
CUST-15700,37,Male,New York,26237.83,3,86.27,59.3,5.1,0.54,298.99,0
