loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel
LN-208874,CUST-108874,Personal Loan,21142.46,17.19,24,2023-04-17,None,0.0,Medical Emergency,Branch Network
LN-208875,CUST-108875,Home Loan,136722.97,6.75,300,2022-12-22,Residential Property,196158.18,Home Purchase,Branch Network
LN-208876,CUST-108876,Education Loan,39382.21,10.62,84,2021-01-13,Third Party Guarantee,39382.21,Professional Certification,Branch Network
LN-208877,CUST-108877,Business Loan,67773.99,10.25,48,2022-03-14,None,0.0,Working Capital,Digital Portal
LN-208878,CUST-108878,Personal Loan,14707.32,19.29,48,2021-04-12,None,0.0,Home Improvement,Digital Portal
LN-208879,CUST-108879,Personal Loan,11245.79,20.81,48,2023-01-21,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-208880,CUST-108880,Business Loan,128682.33,10.16,60,2023-12-22,Commercial Property,150709.42,Equipment Purchase,Digital Portal
LN-208881,CUST-108881,Auto Loan,30333.09,12.63,84,2022-01-23,Vehicle,37823.33,Used Car,DSA / Direct Selling Agent
LN-208882,CUST-108882,Personal Loan,16161.63,13.86,48,2023-07-11,None,0.0,Medical Emergency,Tele-Sales
LN-208883,CUST-108883,Personal Loan,9336.72,15.58,48,2023-08-09,None,,Debt Consolidation,Digital Portal
LN-208884,CUST-108884,Personal Loan,14325.11,13.01,60,2022-11-01,None,0.0,Wedding/Travel,Mobile App
LN-208885,CUST-108885,Personal Loan,3002.88,20.06,24,2021-02-14,None,0.0,Home Improvement,Digital Portal
LN-208886,CUST-108886,Personal Loan,23217.48,15.81,36,2021-07-20,None,0.0,Home Improvement,Digital Portal
LN-208887,CUST-108887,Home Loan,204412.72,7.67,180,2023-01-25,Residential Property,299152.92,Refinancing,DSA / Direct Selling Agent
LN-208888,CUST-108888,Personal Loan,26484.44,20.29,36,2021-04-01,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-208889,CUST-108889,Home Loan,360788.21,6.31,240,2023-08-17,Residential Property,434058.35,Refinancing,DSA / Direct Selling Agent
LN-208890,CUST-108890,Education Loan,21680.55,9.51,120,2022-11-30,None,0.0,Higher Studies Abroad,Branch Network
LN-208891,CUST-108891,Auto Loan,27221.8,9.91,72,2021-01-11,Vehicle,32198.6,Used Car,Branch Network
LN-208892,CUST-108892,Personal Loan,29091.42,20.23,36,2021-08-10,None,0.0,Debt Consolidation,Digital Portal
LN-208893,CUST-108893,Home Loan,105523.17,8.0,360,2023-06-05,Residential Property,138778.57,Home Purchase,Mobile App
LN-208894,CUST-108894,Personal Loan,7130.11,13.28,24,2023-04-29,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-208895,CUST-108895,Auto Loan,37238.51,8.29,48,2021-01-20,Vehicle,40623.74,Used Car,Digital Portal
LN-208896,CUST-108896,Auto Loan,28320.62,11.55,36,2022-04-15,Vehicle,33786.46,Used Car,Digital Portal
LN-208897,CUST-108897,Home Loan,482600.78,6.9,240,2022-02-16,Residential Property,598047.53,Refinancing,Tele-Sales
LN-208898,CUST-108898,Business Loan,208500.11,12.8,36,2023-03-17,Inventory,270325.58,Business Expansion,Tele-Sales
LN-208899,CUST-108899,Business Loan,61148.66,12.34,24,2021-03-01,None,0.0,Working Capital,Digital Portal
LN-208900,CUST-108900,Auto Loan,15947.18,9.47,84,2022-03-26,Vehicle,19443.51,Used Car,Mobile App
LN-208901,CUST-108901,Personal Loan,6369.22,18.87,24,2021-06-25,None,0.0,Home Improvement,Branch Network
LN-208902,CUST-108902,Business Loan,112987.27,14.82,36,2021-01-06,Equipment,135393.6,Working Capital,Branch Network
LN-208903,CUST-108903,Personal Loan,22498.34,18.72,60,2023-01-18,None,0.0,Debt Consolidation,Digital Portal
LN-208904,CUST-108904,Personal Loan,4693.02,18.16,60,2022-05-10,None,,Debt Consolidation,Tele-Sales
LN-208905,CUST-108905,Personal Loan,7542.13,15.89,60,2022-06-25,None,0.0,Home Improvement,Branch Network
LN-208906,CUST-108906,Personal Loan,6110.56,23.6,36,2022-06-11,None,0.0,Debt Consolidation,Branch Network
LN-208907,CUST-108907,Personal Loan,4178.63,15.16,60,2023-09-24,None,0.0,Debt Consolidation,Branch Network
LN-208908,CUST-108908,Personal Loan,28978.74,14.44,36,2022-11-11,None,,Debt Consolidation,Digital Portal
LN-208909,CUST-108909,Personal Loan,4196.59,13.96,60,2022-10-05,None,,Wedding/Travel,Digital Portal
LN-208910,CUST-108910,Auto Loan,36306.47,8.05,48,2023-09-07,Vehicle,46559.06,Used Car,Mobile App
LN-208911,CUST-108911,Personal Loan,14745.89,19.49,36,2021-02-23,None,0.0,Medical Emergency,Mobile App
LN-208912,CUST-108912,Education Loan,30462.33,11.05,60,2023-04-23,None,0.0,Professional Certification,Branch Network
LN-208913,CUST-108913,Home Loan,233294.95,6.39,180,2021-08-11,Residential Property,321902.55,Home Construction,Branch Network
LN-208914,CUST-108914,Business Loan,210508.97,14.69,60,2022-03-19,None,0.0,Equipment Purchase,Digital Portal
LN-208915,CUST-108915,Personal Loan,21307.93,17.2,60,2023-05-01,None,0.0,Medical Emergency,Digital Portal
LN-208916,CUST-108916,Home Loan,170433.12,8.13,360,2023-07-19,Residential Property,222569.95,Home Construction,Branch Network
LN-208917,CUST-108917,Auto Loan,62239.37,10.91,48,2021-01-17,Vehicle,68731.07,Used Car,Digital Portal
LN-208918,CUST-108918,Personal Loan,8874.44,13.19,48,2022-06-10,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-208919,CUST-108919,Personal Loan,8190.58,12.63,24,2023-04-03,None,0.0,Debt Consolidation,Digital Portal
LN-208920,CUST-108920,Personal Loan,10322.0,18.89,48,2022-08-21,None,0.0,Debt Consolidation,Digital Portal
LN-208921,CUST-108921,Education Loan,17607.36,10.52,48,2022-07-05,None,0.0,Domestic Degree,Mobile App
LN-208922,CUST-108922,Home Loan,213553.98,7.4,360,2023-09-21,Residential Property,276613.75,Home Construction,Branch Network
LN-208923,CUST-108923,Personal Loan,9752.03,18.22,24,2021-07-27,None,0.0,Wedding/Travel,Digital Portal
LN-208924,CUST-108924,Home Loan,216340.53,7.67,300,2022-04-20,Residential Property,262595.91,Home Construction,Digital Portal
LN-208925,CUST-108925,Auto Loan,28191.75,11.44,48,2021-11-13,Vehicle,33182.55,Commercial Vehicle,Mobile App
LN-208926,CUST-108926,Education Loan,34536.57,10.85,48,2023-06-20,Third Party Guarantee,34536.57,Professional Certification,Digital Portal
LN-208927,CUST-108927,Personal Loan,15359.34,18.42,48,2021-10-11,None,0.0,Debt Consolidation,Tele-Sales
LN-208928,CUST-108928,Home Loan,381620.98,7.75,300,2021-02-08,Residential Property,563285.75,Home Construction,Digital Portal
LN-208929,CUST-108929,Business Loan,38899.52,11.75,60,2021-01-06,Equipment,48153.57,Equipment Purchase,Digital Portal
LN-208930,CUST-108930,Home Loan,272947.68,8.51,300,2021-03-19,Residential Property,353177.96,Home Construction,Digital Portal
LN-208931,CUST-108931,Home Loan,428379.98,6.37,180,2021-07-26,Residential Property,597559.57,Refinancing,Mobile App
LN-208932,CUST-108932,Personal Loan,25392.43,16.58,24,2021-11-28,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-208933,CUST-108933,Auto Loan,14675.18,10.05,72,2021-06-23,Vehicle,18088.85,New Car,Digital Portal
LN-208934,CUST-108934,Auto Loan,34425.15,8.24,36,2023-09-21,Vehicle,36236.58,Used Car,Branch Network
LN-208935,CUST-108935,Home Loan,123843.86,7.53,180,2021-07-03,Residential Property,191020.1,Home Construction,Digital Portal
LN-208936,CUST-108936,Personal Loan,32782.51,21.55,60,2021-05-17,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-208937,CUST-108937,Personal Loan,18770.78,18.91,24,2023-06-18,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-208938,CUST-108938,Personal Loan,7006.03,16.51,60,2022-12-21,None,0.0,Home Improvement,Branch Network
LN-208939,CUST-108939,Auto Loan,33005.25,8.76,72,2021-05-16,Vehicle,38910.9,New Car,DSA / Direct Selling Agent
LN-208940,CUST-108940,Auto Loan,24569.69,7.57,60,2022-10-16,Vehicle,31156.54,New Car,Digital Portal
LN-208941,CUST-108941,Personal Loan,12594.93,21.34,60,2021-11-11,None,0.0,Medical Emergency,Branch Network
LN-208942,CUST-108942,Personal Loan,16540.08,20.41,36,2022-09-09,None,0.0,Debt Consolidation,Mobile App
LN-208943,CUST-108943,Home Loan,271676.48,6.88,240,2023-04-13,Residential Property,420188.97,Home Construction,Mobile App
LN-208944,CUST-108944,Personal Loan,12863.17,15.97,24,2021-10-21,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-208945,CUST-108945,Business Loan,69081.82,16.53,48,2021-02-20,Inventory,97178.49,Working Capital,Digital Portal
LN-208946,CUST-108946,Auto Loan,61416.88,9.81,36,2022-05-23,Vehicle,78459.09,Used Car,DSA / Direct Selling Agent
LN-208947,CUST-108947,Auto Loan,23689.17,11.81,48,2023-04-17,Vehicle,28140.56,Used Car,Digital Portal
LN-208948,CUST-108948,Personal Loan,15104.46,20.43,48,2021-11-07,None,,Medical Emergency,Mobile App
LN-208949,CUST-108949,Personal Loan,9672.34,21.15,60,2023-01-31,None,0.0,Wedding/Travel,Digital Portal
LN-208950,CUST-108950,Business Loan,32864.18,13.34,36,2022-08-09,None,0.0,Working Capital,Mobile App
LN-208951,CUST-108951,Home Loan,178666.11,7.61,360,2023-03-04,Residential Property,235215.31,Refinancing,Branch Network
LN-208952,CUST-108952,Auto Loan,26836.03,8.14,48,2021-05-11,Vehicle,34762.74,Commercial Vehicle,DSA / Direct Selling Agent
LN-208953,CUST-108953,Auto Loan,26349.45,8.34,84,2023-09-06,Vehicle,28623.83,Used Car,Branch Network
LN-208954,CUST-108954,Auto Loan,20920.09,12.93,84,2023-07-26,Vehicle,25015.23,Commercial Vehicle,Branch Network
LN-208955,CUST-108955,Personal Loan,14921.21,17.08,24,2022-08-25,None,,Medical Emergency,Digital Portal
LN-208956,CUST-108956,Personal Loan,9922.46,15.13,36,2023-10-21,None,0.0,Debt Consolidation,Branch Network
LN-208957,CUST-108957,Personal Loan,8728.08,15.91,12,2022-06-17,None,0.0,Debt Consolidation,Branch Network
LN-208958,CUST-108958,Education Loan,49966.93,7.91,120,2022-04-02,Third Party Guarantee,49966.93,Domestic Degree,Branch Network
LN-208959,CUST-108959,Auto Loan,45818.1,11.27,84,2023-05-20,Vehicle,54606.67,Used Car,DSA / Direct Selling Agent
LN-208960,CUST-108960,Home Loan,139293.02,6.7,300,2021-09-24,Residential Property,182325.66,Home Purchase,Branch Network
LN-208961,CUST-108961,Home Loan,128181.69,9.18,360,2023-05-04,Residential Property,171928.0,Home Construction,Branch Network
LN-208962,CUST-108962,Auto Loan,52332.34,7.98,72,2022-08-23,Vehicle,63341.32,New Car,Digital Portal
LN-208963,CUST-108963,Home Loan,236978.31,7.95,300,2021-07-28,Residential Property,334564.9,Home Purchase,Digital Portal
LN-208964,CUST-108964,Business Loan,43918.31,12.83,24,2021-12-04,Inventory,55205.26,Working Capital,Branch Network
LN-208965,CUST-108965,Business Loan,167591.88,12.77,60,2023-01-22,Commercial Property,208531.99,Working Capital,Digital Portal
LN-208966,CUST-108966,Business Loan,76362.49,14.92,36,2023-09-08,Inventory,85606.48,Business Expansion,Branch Network
LN-208967,CUST-108967,Personal Loan,31478.85,15.08,12,2023-08-26,None,0.0,Wedding/Travel,Mobile App
LN-208968,CUST-108968,Auto Loan,22610.49,7.98,84,2023-07-23,Vehicle,28560.28,Commercial Vehicle,Mobile App
LN-208969,CUST-108969,Education Loan,42043.75,9.1,60,2021-06-10,None,0.0,Professional Certification,Digital Portal
LN-208970,CUST-108970,Auto Loan,17490.13,8.59,84,2021-02-06,Vehicle,19713.04,Used Car,Branch Network
LN-208971,CUST-108971,Auto Loan,24117.88,9.22,84,2022-04-04,Vehicle,25575.0,New Car,Digital Portal
LN-208972,CUST-108972,Auto Loan,24144.37,10.68,84,2022-01-08,Vehicle,29769.57,Used Car,DSA / Direct Selling Agent
LN-208973,CUST-108973,Business Loan,34021.4,11.76,36,2023-11-23,None,,Business Expansion,Branch Network
LN-208974,CUST-108974,Auto Loan,31319.4,8.23,60,2022-06-11,Vehicle,34351.83,Commercial Vehicle,Branch Network
LN-208975,CUST-108975,Auto Loan,17319.3,8.65,84,2022-09-01,Vehicle,18398.21,Used Car,DSA / Direct Selling Agent
LN-208976,CUST-108976,Business Loan,197621.15,10.66,60,2022-08-20,None,0.0,Working Capital,Branch Network
LN-208977,CUST-108977,Home Loan,569016.99,5.91,240,2021-09-12,Residential Property,898677.39,Home Purchase,DSA / Direct Selling Agent
LN-208978,CUST-108978,Personal Loan,3716.38,18.54,12,2023-03-21,None,,Wedding/Travel,Branch Network
LN-208979,CUST-108979,Personal Loan,9011.78,17.06,12,2021-07-27,None,0.0,Debt Consolidation,Digital Portal
LN-208980,CUST-108980,Auto Loan,28012.06,8.1,48,2023-02-21,Vehicle,33019.03,Used Car,Branch Network
LN-208981,CUST-108981,Personal Loan,21291.56,15.54,48,2023-08-26,None,,Home Improvement,Branch Network
LN-208982,CUST-108982,Personal Loan,10170.25,20.05,36,2021-07-20,None,,Medical Emergency,Tele-Sales
LN-208983,CUST-108983,Personal Loan,15933.32,21.44,60,2022-11-05,None,0.0,Wedding/Travel,Branch Network
LN-208984,CUST-108984,Personal Loan,19763.18,13.86,12,2021-07-27,None,0.0,Wedding/Travel,Digital Portal
LN-208985,CUST-108985,Education Loan,36072.71,10.93,48,2023-11-17,None,0.0,Domestic Degree,Digital Portal
LN-208986,CUST-108986,Personal Loan,4795.84,20.11,36,2023-03-28,None,,Home Improvement,Digital Portal
LN-208987,CUST-108987,Auto Loan,48589.05,8.04,72,2021-09-05,Vehicle,56534.51,Commercial Vehicle,Digital Portal
LN-208988,CUST-108988,Personal Loan,25911.26,18.59,12,2022-02-08,None,,Wedding/Travel,Digital Portal
LN-208989,CUST-108989,Home Loan,352155.76,8.63,180,2021-08-26,Residential Property,471544.04,Refinancing,Branch Network
LN-208990,CUST-108990,Auto Loan,52370.98,10.9,60,2021-07-11,Vehicle,60589.11,New Car,Digital Portal
LN-208991,CUST-108991,Business Loan,174719.64,11.75,24,2021-09-25,None,0.0,Working Capital,Mobile App
LN-208992,CUST-108992,Home Loan,109637.79,8.05,300,2023-09-15,Residential Property,149766.36,Home Purchase,Digital Portal
LN-208993,CUST-108993,Education Loan,37362.2,10.27,84,2022-08-07,None,0.0,Domestic Degree,Branch Network
LN-208994,CUST-108994,Home Loan,68649.4,10.32,360,2021-11-18,Residential Property,88415.82,Home Construction,Branch Network
LN-208995,CUST-108995,Business Loan,109326.99,14.15,48,2021-05-28,Commercial Property,127636.37,Working Capital,Digital Portal
LN-208996,CUST-108996,Auto Loan,11931.99,11.47,48,2021-09-07,Vehicle,15195.58,Commercial Vehicle,DSA / Direct Selling Agent
LN-208997,CUST-108997,Personal Loan,7193.4,13.82,48,2022-05-26,None,,Wedding/Travel,Digital Portal
LN-208998,CUST-108998,Personal Loan,14459.83,17.35,60,2021-10-24,None,,Home Improvement,Mobile App
LN-208999,CUST-108999,Auto Loan,38095.63,8.47,84,2023-12-23,Vehicle,42226.12,New Car,Digital Portal
LN-209000,CUST-109000,Personal Loan,22887.37,13.58,36,2021-04-18,None,0.0,Debt Consolidation,Mobile App
LN-209001,CUST-109001,Home Loan,438714.53,6.29,240,2023-11-18,Residential Property,540010.66,Home Purchase,Digital Portal
LN-209002,CUST-109002,Personal Loan,7206.26,14.54,48,2023-02-04,None,0.0,Medical Emergency,Digital Portal
LN-209003,CUST-109003,Personal Loan,14485.91,16.79,36,2022-02-03,None,0.0,Wedding/Travel,Branch Network
LN-209004,CUST-109004,Auto Loan,64826.35,11.09,72,2021-11-20,Vehicle,70835.93,New Car,Digital Portal
LN-209005,CUST-109005,Home Loan,371801.03,7.6,180,2021-02-20,Residential Property,517931.63,Home Construction,Digital Portal
LN-209006,CUST-109006,Personal Loan,6568.86,20.79,60,2023-09-08,None,0.0,Debt Consolidation,Branch Network
LN-209007,CUST-109007,Personal Loan,15811.04,16.03,60,2023-04-21,None,,Wedding/Travel,Branch Network
LN-209008,CUST-109008,Education Loan,18408.41,9.97,84,2022-12-14,None,0.0,Domestic Degree,DSA / Direct Selling Agent
LN-209009,CUST-109009,Education Loan,39393.9,9.33,48,2023-04-26,None,0.0,Higher Studies Abroad,Digital Portal
LN-209010,CUST-109010,Auto Loan,24088.93,10.31,36,2022-11-11,Vehicle,29785.1,Used Car,DSA / Direct Selling Agent
LN-209011,CUST-109011,Personal Loan,14983.44,19.07,12,2022-06-09,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-209012,CUST-109012,Home Loan,115212.14,8.03,300,2023-11-23,Residential Property,145136.53,Home Purchase,Digital Portal
LN-209013,CUST-109013,Auto Loan,17254.84,8.88,60,2023-04-22,Vehicle,19468.76,Commercial Vehicle,Digital Portal
LN-209014,CUST-109014,Education Loan,56376.85,9.17,84,2022-08-07,Third Party Guarantee,56376.85,Professional Certification,Digital Portal
LN-209015,CUST-109015,Auto Loan,18056.51,11.32,36,2023-10-28,Vehicle,19260.31,Used Car,Branch Network
LN-209016,CUST-109016,Auto Loan,20227.68,10.6,72,2022-08-28,Vehicle,22513.0,New Car,Digital Portal
LN-209017,CUST-109017,Personal Loan,15040.73,21.27,48,2022-06-09,None,0.0,Wedding/Travel,Digital Portal
LN-209018,CUST-109018,Business Loan,34415.5,14.35,60,2021-03-19,Commercial Property,41657.75,Equipment Purchase,Branch Network
LN-209019,CUST-109019,Education Loan,30652.59,9.1,48,2023-11-01,None,0.0,Domestic Degree,Branch Network
LN-209020,CUST-109020,Home Loan,301863.44,8.38,300,2022-06-23,Residential Property,363106.18,Refinancing,Digital Portal
LN-209021,CUST-109021,Auto Loan,27555.85,9.85,84,2022-02-16,Vehicle,29407.6,Commercial Vehicle,Mobile App
LN-209022,CUST-109022,Auto Loan,21676.55,8.95,36,2021-01-20,Vehicle,26320.68,Used Car,Digital Portal
LN-209023,CUST-109023,Home Loan,195748.24,7.59,180,2023-06-08,Residential Property,256803.98,Refinancing,Branch Network
LN-209024,CUST-109024,Personal Loan,15094.99,19.18,60,2022-07-30,None,0.0,Home Improvement,Branch Network
LN-209025,CUST-109025,Home Loan,322647.16,6.01,360,2023-05-07,Residential Property,409741.17,Home Construction,Branch Network
LN-209026,CUST-109026,Personal Loan,5881.74,19.73,12,2023-11-20,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-209027,CUST-109027,Education Loan,42729.39,10.83,120,2023-09-29,None,,Professional Certification,Digital Portal
LN-209028,CUST-109028,Business Loan,74437.18,11.3,36,2023-09-05,Commercial Property,106390.98,Equipment Purchase,Mobile App
LN-209029,CUST-109029,Personal Loan,3209.23,18.11,48,2021-08-24,None,0.0,Wedding/Travel,Digital Portal
LN-209030,CUST-109030,Home Loan,151442.92,6.42,180,2022-11-24,Residential Property,204609.1,Home Purchase,Branch Network
LN-209031,CUST-109031,Education Loan,59924.48,8.67,48,2022-10-07,Third Party Guarantee,59924.48,Professional Certification,Digital Portal
LN-209032,CUST-109032,Personal Loan,10807.11,13.18,48,2023-04-11,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-209033,CUST-109033,Personal Loan,7183.24,19.52,48,2021-07-24,None,0.0,Debt Consolidation,Digital Portal
LN-209034,CUST-109034,Auto Loan,21964.78,8.58,72,2021-08-15,Vehicle,26429.71,Used Car,Branch Network
LN-209035,CUST-109035,Personal Loan,23194.75,13.57,48,2023-02-10,None,0.0,Medical Emergency,Digital Portal
LN-209036,CUST-109036,Education Loan,13365.11,10.03,84,2023-11-22,Third Party Guarantee,13365.11,Domestic Degree,Digital Portal
LN-209037,CUST-109037,Personal Loan,9079.29,19.76,36,2021-08-02,None,0.0,Wedding/Travel,Digital Portal
LN-209038,CUST-109038,Education Loan,13669.53,10.29,84,2023-12-02,Third Party Guarantee,13669.53,Professional Certification,Digital Portal
LN-209039,CUST-109039,Personal Loan,10023.86,14.17,36,2021-01-04,None,0.0,Medical Emergency,Mobile App
LN-209040,CUST-109040,Personal Loan,16110.15,18.45,60,2023-04-21,None,0.0,Home Improvement,Digital Portal
LN-209041,CUST-109041,Auto Loan,23705.03,10.36,36,2022-11-28,Vehicle,29127.64,Commercial Vehicle,DSA / Direct Selling Agent
LN-209042,CUST-109042,Personal Loan,17213.67,14.23,36,2023-02-20,None,0.0,Medical Emergency,Branch Network
LN-209043,CUST-109043,Auto Loan,20382.86,10.15,48,2023-07-01,Vehicle,21985.23,Used Car,Branch Network
LN-209044,CUST-109044,Business Loan,22246.46,15.74,24,2021-05-28,Equipment,28334.95,Business Expansion,Branch Network
LN-209045,CUST-109045,Personal Loan,4827.13,19.1,24,2022-06-20,None,0.0,Wedding/Travel,Digital Portal
LN-209046,CUST-109046,Personal Loan,6653.3,17.47,12,2023-09-13,None,0.0,Medical Emergency,Digital Portal
LN-209047,CUST-109047,Auto Loan,47401.1,10.51,48,2023-12-14,Vehicle,51753.17,Commercial Vehicle,Branch Network
LN-209048,CUST-109048,Business Loan,53951.95,13.82,36,2022-12-06,Inventory,79283.36,Business Expansion,Branch Network
LN-209049,CUST-109049,Personal Loan,22691.12,17.41,24,2023-09-11,None,0.0,Wedding/Travel,Digital Portal
LN-209050,CUST-109050,Auto Loan,32954.63,11.19,60,2021-09-29,Vehicle,36051.88,Used Car,Digital Portal
LN-209051,CUST-109051,Personal Loan,19961.55,14.84,36,2023-04-28,None,0.0,Medical Emergency,Mobile App
LN-209052,CUST-109052,Personal Loan,19819.05,19.84,60,2023-08-06,None,0.0,Wedding/Travel,Digital Portal
LN-209053,CUST-109053,Home Loan,186845.38,6.58,360,2023-11-06,Residential Property,254695.75,Home Construction,DSA / Direct Selling Agent
LN-209054,CUST-109054,Personal Loan,5154.43,12.72,12,2022-09-25,None,0.0,Medical Emergency,Digital Portal
LN-209055,CUST-109055,Auto Loan,30169.29,8.3,84,2023-12-15,Vehicle,35396.22,New Car,Digital Portal
LN-209056,CUST-109056,Personal Loan,6133.92,16.11,12,2023-04-18,None,0.0,Wedding/Travel,Digital Portal
LN-209057,CUST-109057,Education Loan,45792.82,10.32,84,2022-08-15,None,0.0,Professional Certification,Mobile App
LN-209058,CUST-109058,Home Loan,177704.42,8.87,300,2021-03-07,Residential Property,253328.17,Refinancing,Branch Network
LN-209059,CUST-109059,Auto Loan,28864.01,9.8,84,2021-02-27,Vehicle,37310.94,Commercial Vehicle,Tele-Sales
LN-209060,CUST-109060,Home Loan,312907.72,7.58,300,2023-06-01,Residential Property,402415.62,Refinancing,Digital Portal
LN-209061,CUST-109061,Home Loan,465503.05,8.62,300,2023-06-29,Residential Property,590794.0,Home Purchase,Branch Network
LN-209062,CUST-109062,Home Loan,181517.35,8.34,300,2023-08-31,Residential Property,275162.4,Home Construction,Tele-Sales
LN-209063,CUST-109063,Education Loan,11487.64,10.46,60,2022-08-02,None,0.0,Domestic Degree,Branch Network
LN-209064,CUST-109064,Personal Loan,6565.96,19.84,48,2021-05-04,None,,Medical Emergency,Branch Network
LN-209065,CUST-109065,Education Loan,13249.71,11.38,48,2023-09-07,Third Party Guarantee,13249.71,Higher Studies Abroad,Branch Network
LN-209066,CUST-109066,Personal Loan,19588.38,19.89,24,2022-02-18,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-209067,CUST-109067,Personal Loan,6944.55,11.99,48,2023-01-03,None,0.0,Debt Consolidation,Digital Portal
LN-209068,CUST-109068,Home Loan,150773.39,7.61,300,2023-08-19,Residential Property,186881.9,Home Purchase,Mobile App
LN-209069,CUST-109069,Personal Loan,18143.51,13.95,24,2021-05-28,None,,Home Improvement,DSA / Direct Selling Agent
LN-209070,CUST-109070,Auto Loan,59791.87,8.08,60,2022-11-17,Vehicle,67556.27,Used Car,DSA / Direct Selling Agent
LN-209071,CUST-109071,Business Loan,25330.8,13.83,24,2023-08-09,None,0.0,Business Expansion,Mobile App
LN-209072,CUST-109072,Auto Loan,41435.44,10.19,36,2021-04-13,Vehicle,51439.85,New Car,Mobile App
LN-209073,CUST-109073,Business Loan,75075.16,14.59,24,2021-02-06,Equipment,87946.39,Equipment Purchase,Branch Network
LN-209074,CUST-109074,Personal Loan,10240.6,15.32,48,2021-05-23,None,0.0,Debt Consolidation,Tele-Sales
LN-209075,CUST-109075,Auto Loan,11415.36,10.59,36,2023-12-19,Vehicle,12578.65,Commercial Vehicle,Mobile App
LN-209076,CUST-109076,Personal Loan,19685.61,18.74,12,2023-03-12,None,0.0,Medical Emergency,Branch Network
LN-209077,CUST-109077,Home Loan,410847.02,7.48,360,2022-10-18,Residential Property,533664.26,Home Purchase,Branch Network
LN-209078,CUST-109078,Home Loan,195088.53,7.59,300,2022-10-04,Residential Property,244847.49,Refinancing,DSA / Direct Selling Agent
LN-209079,CUST-109079,Personal Loan,15055.03,20.17,48,2023-03-17,None,0.0,Medical Emergency,Digital Portal
LN-209080,CUST-109080,Personal Loan,8596.93,17.48,36,2022-09-06,None,0.0,Medical Emergency,Branch Network
LN-209081,CUST-109081,Home Loan,412475.75,6.58,360,2021-01-02,Residential Property,578922.8,Home Purchase,Digital Portal
LN-209082,CUST-109082,Personal Loan,16803.86,16.11,60,2021-09-07,None,0.0,Home Improvement,Digital Portal
LN-209083,CUST-109083,Education Loan,49828.73,9.2,60,2023-03-08,Third Party Guarantee,49828.73,Professional Certification,Branch Network
LN-209084,CUST-109084,Personal Loan,7563.27,21.05,60,2023-08-17,None,0.0,Wedding/Travel,Digital Portal
LN-209085,CUST-109085,Business Loan,209972.88,13.96,48,2022-09-26,None,0.0,Working Capital,DSA / Direct Selling Agent
LN-209086,CUST-109086,Auto Loan,48995.83,7.67,36,2022-10-12,Vehicle,51888.01,Used Car,Branch Network
LN-209087,CUST-109087,Business Loan,38172.85,13.29,48,2023-03-29,None,0.0,Working Capital,Digital Portal
LN-209088,CUST-109088,Auto Loan,22951.09,8.23,48,2023-01-16,Vehicle,25261.69,Used Car,Branch Network
LN-209089,CUST-109089,Personal Loan,2414.41,22.15,60,2023-10-10,None,0.0,Home Improvement,Mobile App
LN-209090,CUST-109090,Personal Loan,19075.88,16.28,60,2022-09-04,None,,Wedding/Travel,Branch Network
LN-209091,CUST-109091,Auto Loan,64999.78,8.54,36,2021-09-25,Vehicle,69694.29,New Car,DSA / Direct Selling Agent
LN-209092,CUST-109092,Personal Loan,5196.79,18.35,48,2023-08-27,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-209093,CUST-109093,Auto Loan,60271.54,9.2,84,2023-07-26,Vehicle,67098.18,Used Car,Digital Portal
LN-209094,CUST-109094,Personal Loan,25511.95,15.48,36,2023-04-02,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-209095,CUST-109095,Business Loan,47197.8,12.85,60,2023-05-04,None,0.0,Working Capital,Mobile App
LN-209096,CUST-109096,Home Loan,182489.38,8.37,240,2023-12-05,Residential Property,252634.56,Refinancing,Digital Portal
LN-209097,CUST-109097,Auto Loan,37362.15,10.64,84,2021-12-15,Vehicle,46360.12,Commercial Vehicle,Digital Portal
LN-209098,CUST-109098,Business Loan,129300.34,10.92,48,2023-07-11,Inventory,152771.45,Working Capital,DSA / Direct Selling Agent
LN-209099,CUST-109099,Home Loan,267784.9,6.67,300,2022-02-18,Residential Property,339237.22,Home Purchase,Digital Portal
LN-209100,CUST-109100,Home Loan,468240.51,8.04,360,2023-08-03,Residential Property,570386.96,Home Purchase,Branch Network
LN-209101,CUST-109101,Education Loan,63288.73,10.79,48,2022-02-25,Third Party Guarantee,63288.73,Professional Certification,Branch Network
