repayment_id,loan_id,customer_id,total_installments_due,installments_paid,total_amount_paid,principal_paid,interest_paid,last_payment_date,overdue_days,delinquency_bucket,default_flag,default_date
REP-305989,LN-205989,CUST-105989,14,12,26437.81,19501.05,6936.76,2024-10-05,54,31-60 DPD (SMA-1),0,
REP-305990,LN-205990,CUST-105990,29,28,31586.82,23068.3,8518.52,2024-11-02,2,1-30 DPD (SMA-0),0,
REP-305991,LN-205991,CUST-105991,18,16,3979.32,2713.58,1265.74,2024-10-04,50,31-60 DPD (SMA-1),0,
REP-305992,LN-205992,CUST-105992,12,12,13846.9,11340.76,2506.14,2022-10-11,0,Current,0,
REP-305993,LN-205993,CUST-105993,28,26,24871.15,17941.71,6929.44,2024-09-28,40,31-60 DPD (SMA-1),0,
REP-305994,LN-205994,CUST-105994,19,19,9395.49,7358.42,2037.07,2024-11-25,0,Current,0,
REP-305995,LN-205995,CUST-105995,43,43,137905.57,94664.13,43241.44,2024-12-08,0,Current,0,
REP-305996,LN-205996,CUST-105996,24,24,47661.25,37022.65,10638.6,2024-12-14,0,Current,0,
REP-305997,LN-205997,CUST-105997,25,25,18691.81,14567.25,4124.56,2024-12-09,0,Current,0,
REP-305998,LN-205998,CUST-105998,12,9,26665.19,19629.99,7035.2,2023-06-15,67,61-90 DPD (SMA-2),0,
REP-305999,LN-205999,CUST-105999,47,46,35275.55,27274.4,8001.15,2024-10-12,18,1-30 DPD (SMA-0),0,
REP-306000,LN-206000,CUST-106000,18,18,6107.34,4845.8,1261.54,2024-12-08,0,Current,0,
REP-306001,LN-206001,CUST-106001,17,16,15780.38,12345.03,3435.35,2024-11-09,12,1-30 DPD (SMA-0),0,
REP-306002,LN-206002,CUST-106002,29,29,17882.34,13234.98,4647.36,2024-11-19,0,Current,0,
REP-306003,LN-206003,CUST-106003,21,19,6086.7,4149.26,1937.44,2024-10-06,48,31-60 DPD (SMA-1),0,
REP-306004,LN-206004,CUST-106004,28,28,50936.03,36591.01,14345.02,2024-12-03,0,Current,0,
REP-306005,LN-206005,CUST-106005,12,12,4301.66,3183.31,1118.35,2022-08-27,0,Current,0,
REP-306006,LN-206006,CUST-106006,12,3,5131.04,4029.27,1101.77,2021-08-26,436,90+ DPD (NPA / Default),1,2021-11-24
REP-306007,LN-206007,CUST-106007,34,8,1522.77,1111.21,411.56,2022-10-10,457,90+ DPD (NPA / Default),1,2023-01-08
REP-306008,LN-206008,CUST-106008,26,23,8481.96,5917.31,2564.65,2024-08-29,80,61-90 DPD (SMA-2),0,
REP-306009,LN-206009,CUST-106009,24,23,13019.52,9879.6,3139.92,2024-10-24,27,1-30 DPD (SMA-0),0,
REP-306010,LN-206010,CUST-106010,30,4,6337.52,4758.72,1578.8,2022-10-16,100,90+ DPD (NPA / Default),1,2023-01-14
REP-306011,LN-206011,CUST-106011,25,25,28366.55,20191.39,8175.16,2024-12-18,0,Current,0,
REP-306012,LN-206012,CUST-106012,45,45,73579.39,51320.34,22259.05,2024-11-24,0,Current,0,
REP-306013,LN-206013,CUST-106013,34,34,13621.54,9759.02,3862.52,2024-11-18,0,Current,0,
REP-306014,LN-206014,CUST-106014,43,43,62724.44,50329.27,12395.17,2024-12-03,0,Current,0,
REP-306015,LN-206015,CUST-106015,20,20,6484.51,5109.52,1374.99,2024-12-13,0,Current,0,
REP-306016,LN-206016,CUST-106016,32,30,19253.51,13741.26,5512.25,2024-10-16,31,31-60 DPD (SMA-1),0,
REP-306017,LN-206017,CUST-106017,20,20,15995.21,11621.27,4373.94,2024-11-21,0,Current,0,
REP-306018,LN-206018,CUST-106018,34,34,28062.76,22685.93,5376.83,2024-11-19,0,Current,0,
REP-306019,LN-206019,CUST-106019,24,24,8765.3,6275.62,2489.68,2024-03-13,0,Current,0,
REP-306020,LN-206020,CUST-106020,43,41,72054.49,54329.3,17725.19,2024-09-15,57,31-60 DPD (SMA-1),0,
REP-306021,LN-206021,CUST-106021,47,46,36084.51,24772.77,11311.74,2024-11-04,13,1-30 DPD (SMA-0),0,
REP-306022,LN-206022,CUST-106022,30,30,21714.21,16722.5,4991.71,2024-12-02,0,Current,0,
REP-306023,LN-206023,CUST-106023,47,47,20122.86,15407.4,4715.46,2024-12-05,0,Current,0,
REP-306024,LN-206024,CUST-106024,36,35,12180.59,9426.29,2754.3,2024-10-27,20,1-30 DPD (SMA-0),0,
REP-306025,LN-206025,CUST-106025,23,22,10073.88,7417.75,2656.13,2024-11-06,6,1-30 DPD (SMA-0),0,
REP-306026,LN-206026,CUST-106026,26,26,12288.44,8515.8,3772.64,2024-11-25,0,Current,0,
REP-306027,LN-206027,CUST-106027,12,11,3892.04,2724.66,1167.38,2023-02-20,19,1-30 DPD (SMA-0),0,
REP-306028,LN-206028,CUST-106028,37,37,12440.02,8569.22,3870.8,2024-11-18,0,Current,0,
REP-306029,LN-206029,CUST-106029,16,16,23098.86,16787.44,6311.42,2024-12-22,0,Current,0,
REP-306030,LN-206030,CUST-106030,24,24,23807.71,17487.54,6320.17,2023-06-11,0,Current,0,
REP-306031,LN-206031,CUST-106031,12,12,18251.39,13394.8,4856.59,2022-07-22,0,Current,0,
REP-306032,LN-206032,CUST-106032,16,15,40656.67,28282.08,12374.59,2024-10-26,19,1-30 DPD (SMA-0),0,
REP-306033,LN-206033,CUST-106033,45,45,87618.07,69830.75,17787.32,2024-11-14,0,Current,0,
REP-306034,LN-206034,CUST-106034,36,35,42465.21,34586.12,7879.09,2024-03-03,25,1-30 DPD (SMA-0),0,
REP-306035,LN-206035,CUST-106035,33,8,35954.33,27313.0,8641.33,2022-11-10,93,90+ DPD (NPA / Default),1,2023-02-08
REP-306036,LN-206036,CUST-106036,36,36,26093.83,20060.92,6032.91,2024-11-19,0,Current,0,
REP-306037,LN-206037,CUST-106037,33,31,25079.7,17461.31,7618.39,2024-09-20,48,31-60 DPD (SMA-1),0,
REP-306038,LN-206038,CUST-106038,38,38,57776.46,44192.72,13583.74,2024-12-10,0,Current,0,
REP-306039,LN-206039,CUST-106039,47,44,64519.35,48096.62,16422.73,2024-08-31,75,61-90 DPD (SMA-2),0,
REP-306040,LN-206040,CUST-106040,37,37,53271.08,37623.0,15648.08,2024-12-09,0,Current,0,
REP-306041,LN-206041,CUST-106041,32,32,24449.13,17543.39,6905.74,2024-12-11,0,Current,0,
REP-306042,LN-206042,CUST-106042,28,27,67407.12,51111.17,16295.95,2024-11-09,24,1-30 DPD (SMA-0),0,
REP-306043,LN-206043,CUST-106043,23,23,16250.12,12631.18,3618.94,2024-12-08,0,Current,0,
REP-306044,LN-206044,CUST-106044,12,5,607.12,428.81,178.31,2023-08-07,372,90+ DPD (NPA / Default),1,2023-11-05
REP-306045,LN-206045,CUST-106045,13,13,11774.64,8191.28,3583.36,2024-12-17,0,Current,0,
REP-306046,LN-206046,CUST-106046,31,30,21724.98,15027.87,6697.11,2024-10-29,6,1-30 DPD (SMA-0),0,
REP-306047,LN-206047,CUST-106047,36,33,210908.51,160889.59,50018.92,2024-05-04,88,61-90 DPD (SMA-2),0,
REP-306048,LN-206048,CUST-106048,23,12,48087.94,38964.38,9123.56,2024-01-08,167,90+ DPD (NPA / Default),1,2024-04-07
REP-306049,LN-206049,CUST-106049,44,43,55558.38,42233.22,13325.16,2024-10-15,6,1-30 DPD (SMA-0),0,
REP-306050,LN-206050,CUST-106050,31,31,25710.67,18895.82,6814.85,2024-11-17,0,Current,0,
REP-306051,LN-206051,CUST-106051,12,10,7415.0,5660.1,1754.9,2024-08-14,46,31-60 DPD (SMA-1),0,
REP-306052,LN-206052,CUST-106052,14,14,2075.64,1515.26,560.38,2024-12-04,0,Current,0,
REP-306053,LN-206053,CUST-106053,42,25,8161.04,6220.83,1940.21,2023-06-26,351,90+ DPD (NPA / Default),1,2023-09-24
REP-306054,LN-206054,CUST-106054,23,23,66096.18,49686.72,16409.46,2024-12-03,0,Current,0,
REP-306055,LN-206055,CUST-106055,19,19,21895.21,16244.88,5650.33,2024-12-17,0,Current,0,
REP-306056,LN-206056,CUST-106056,14,14,20097.36,15765.72,4331.64,2024-11-30,0,Current,0,
REP-306057,LN-206057,CUST-106057,26,25,21208.22,15624.17,5584.05,2024-11-03,15,1-30 DPD (SMA-0),0,
REP-306058,LN-206058,CUST-106058,25,25,44873.38,33584.97,11288.41,2024-12-19,0,Current,0,
REP-306059,LN-206059,CUST-106059,47,47,62916.56,47344.64,15571.92,2024-11-28,0,Current,0,
REP-306060,LN-206060,CUST-106060,24,13,2872.18,1961.51,910.67,2022-06-14,523,90+ DPD (NPA / Default),1,2022-09-12
REP-306061,LN-206061,CUST-106061,43,43,90179.14,68848.16,21330.98,2024-12-06,0,Current,0,
REP-306062,LN-206062,CUST-106062,30,30,3167.28,2350.0,817.28,2024-11-30,0,Current,0,
REP-306063,LN-206063,CUST-106063,16,15,16005.85,11654.07,4351.78,2024-11-16,27,1-30 DPD (SMA-0),0,
REP-306064,LN-206064,CUST-106064,36,34,25058.44,19764.37,5294.07,2024-07-23,56,31-60 DPD (SMA-1),0,
REP-306065,LN-206065,CUST-106065,31,30,11902.35,9643.13,2259.22,2024-11-09,28,1-30 DPD (SMA-0),0,
REP-306066,LN-206066,CUST-106066,24,23,6184.58,4261.69,1922.89,2024-11-18,28,1-30 DPD (SMA-0),0,
REP-306067,LN-206067,CUST-106067,19,19,3374.66,2649.69,724.97,2024-12-10,0,Current,0,
REP-306068,LN-206068,CUST-106068,19,17,3888.73,3166.21,722.52,2024-10-06,34,31-60 DPD (SMA-1),0,
REP-306069,LN-206069,CUST-106069,43,43,49645.1,40578.03,9067.07,2024-11-17,0,Current,0,
REP-306070,LN-206070,CUST-106070,13,13,4398.18,3366.9,1031.28,2024-12-04,0,Current,0,
REP-306071,LN-206071,CUST-106071,20,20,13860.29,10517.52,3342.77,2024-11-21,0,Current,0,
REP-306072,LN-206072,CUST-106072,14,14,6514.17,5083.05,1431.12,2024-12-17,0,Current,0,
REP-306073,LN-206073,CUST-106073,36,35,19564.39,15421.8,4142.59,2024-02-06,28,1-30 DPD (SMA-0),0,
REP-306074,LN-206074,CUST-106074,43,42,88888.32,66219.93,22668.39,2024-10-30,13,1-30 DPD (SMA-0),0,
REP-306075,LN-206075,CUST-106075,14,14,14409.47,10279.58,4129.89,2024-11-25,0,Current,0,
REP-306076,LN-206076,CUST-106076,32,32,53761.55,42190.67,11570.88,2024-11-17,0,Current,0,
REP-306077,LN-206077,CUST-106077,24,21,1259.98,894.15,365.83,2024-08-31,61,61-90 DPD (SMA-2),0,
REP-306078,LN-206078,CUST-106078,21,20,13873.62,10491.52,3382.1,2024-11-18,8,1-30 DPD (SMA-0),0,
REP-306079,LN-206079,CUST-106079,37,37,32016.82,24478.8,7538.02,2024-11-29,0,Current,0,
REP-306080,LN-206080,CUST-106080,47,47,82190.17,59552.68,22637.49,2024-11-11,0,Current,0,
REP-306081,LN-206081,CUST-106081,12,10,53259.47,40066.39,13193.08,2024-09-29,34,31-60 DPD (SMA-1),0,
REP-306082,LN-206082,CUST-106082,13,12,8650.67,6709.74,1940.93,2024-11-03,3,1-30 DPD (SMA-0),0,
REP-306083,LN-206083,CUST-106083,17,17,23044.46,18857.57,4186.89,2024-12-14,0,Current,0,
REP-306084,LN-206084,CUST-106084,37,36,20301.27,14536.06,5765.21,2024-11-04,25,1-30 DPD (SMA-0),0,
REP-306085,LN-206085,CUST-106085,44,42,23826.5,17273.52,6552.98,2024-10-09,35,31-60 DPD (SMA-1),0,
REP-306086,LN-206086,CUST-106086,27,24,74740.8,60454.14,14286.66,2024-09-09,87,61-90 DPD (SMA-2),0,
REP-306087,LN-206087,CUST-106087,41,41,6153.82,4440.17,1713.65,2024-11-20,0,Current,0,
REP-306088,LN-206088,CUST-106088,32,11,4079.88,3173.91,905.97,2023-03-10,371,90+ DPD (NPA / Default),1,2023-06-08
REP-306089,LN-206089,CUST-106089,32,32,16544.83,12951.48,3593.35,2024-12-08,0,Current,0,
REP-306090,LN-206090,CUST-106090,37,37,21506.22,17396.29,4109.93,2024-12-14,0,Current,0,
REP-306091,LN-206091,CUST-106091,18,17,3614.0,2693.2,920.8,2024-10-23,29,1-30 DPD (SMA-0),0,
REP-306092,LN-206092,CUST-106092,23,22,31209.25,21621.3,9587.95,2024-10-26,17,1-30 DPD (SMA-0),0,
REP-306093,LN-206093,CUST-106093,36,36,199587.5,144449.77,55137.73,2024-07-04,0,Current,0,
REP-306094,LN-206094,CUST-106094,24,24,11726.91,9361.88,2365.03,2023-01-23,0,Current,0,
REP-306095,LN-206095,CUST-106095,43,43,27148.06,20657.36,6490.7,2024-11-13,0,Current,0,
REP-306096,LN-206096,CUST-106096,36,36,20750.14,16512.32,4237.82,2024-06-10,0,Current,0,
REP-306097,LN-206097,CUST-106097,39,39,20096.69,14356.73,5739.96,2024-12-01,0,Current,0,
REP-306098,LN-206098,CUST-106098,17,14,3589.86,2635.41,954.45,2024-08-31,82,61-90 DPD (SMA-2),0,
REP-306099,LN-206099,CUST-106099,12,11,10961.11,8059.22,2901.89,2024-08-12,11,1-30 DPD (SMA-0),0,
REP-306100,LN-206100,CUST-106100,24,7,2190.28,1592.5,597.78,2021-08-31,248,90+ DPD (NPA / Default),1,2021-11-29
REP-306101,LN-206101,CUST-106101,25,25,9776.09,7379.68,2396.41,2024-12-04,0,Current,0,
REP-306102,LN-206102,CUST-106102,29,29,104716.92,78231.1,26485.82,2024-12-04,0,Current,0,
REP-306103,LN-206103,CUST-106103,47,47,14159.98,11124.19,3035.79,2024-11-20,0,Current,0,
REP-306104,LN-206104,CUST-106104,15,15,8417.17,6738.33,1678.84,2024-11-28,0,Current,0,
REP-306105,LN-206105,CUST-106105,29,27,3816.07,3128.48,687.59,2024-09-29,44,31-60 DPD (SMA-1),0,
REP-306106,LN-206106,CUST-106106,19,16,16609.38,12220.16,4389.22,2024-08-28,71,61-90 DPD (SMA-2),0,
REP-306107,LN-206107,CUST-106107,44,44,34102.12,24977.16,9124.96,2024-11-19,0,Current,0,
REP-306108,LN-206108,CUST-106108,28,28,36082.04,26501.29,9580.75,2024-12-06,0,Current,0,
REP-306109,LN-206109,CUST-106109,23,23,32222.54,25606.26,6616.28,2024-12-03,0,Current,0,
REP-306110,LN-206110,CUST-106110,12,12,10919.18,8205.66,2713.52,2024-12-16,0,Current,0,
REP-306111,LN-206111,CUST-106111,31,31,36808.57,27067.73,9740.84,2024-11-21,0,Current,0,
REP-306112,LN-206112,CUST-106112,44,44,28130.87,21982.86,6148.01,2024-12-10,0,Current,0,
REP-306113,LN-206113,CUST-106113,15,15,21964.75,15754.0,6210.75,2024-12-04,0,Current,0,
REP-306114,LN-206114,CUST-106114,28,27,4068.87,2967.68,1101.19,2024-11-01,26,1-30 DPD (SMA-0),0,
REP-306115,LN-206115,CUST-106115,15,15,28039.25,21153.21,6886.04,2024-12-15,0,Current,0,
REP-306116,LN-206116,CUST-106116,21,21,11360.72,8925.84,2434.88,2024-12-02,0,Current,0,
REP-306117,LN-206117,CUST-106117,24,24,11473.7,8785.56,2688.14,2024-12-17,0,Current,0,
REP-306118,LN-206118,CUST-106118,16,16,70395.58,48216.25,22179.33,2024-12-01,0,Current,0,
REP-306119,LN-206119,CUST-106119,17,17,12537.55,9672.17,2865.38,2024-11-22,0,Current,0,
REP-306120,LN-206120,CUST-106120,38,38,26388.44,21295.81,5092.63,2024-11-24,0,Current,0,
REP-306121,LN-206121,CUST-106121,40,39,23027.79,18851.36,4176.43,2024-10-16,17,1-30 DPD (SMA-0),0,
REP-306122,LN-206122,CUST-106122,15,14,68587.17,47108.34,21478.83,2024-11-23,7,1-30 DPD (SMA-0),0,
REP-306123,LN-206123,CUST-106123,18,18,15602.8,12464.35,3138.45,2024-12-11,0,Current,0,
REP-306124,LN-206124,CUST-106124,24,21,8710.17,6700.64,2009.53,2024-07-24,77,61-90 DPD (SMA-2),0,
REP-306125,LN-206125,CUST-106125,23,23,51703.96,40913.37,10790.59,2024-12-19,0,Current,0,
REP-306126,LN-206126,CUST-106126,33,33,20507.44,14543.21,5964.23,2024-12-03,0,Current,0,
REP-306127,LN-206127,CUST-106127,43,42,37725.56,26456.29,11269.27,2024-10-28,29,1-30 DPD (SMA-0),0,
REP-306128,LN-206128,CUST-106128,36,36,7998.65,5675.91,2322.74,2024-11-22,0,Current,0,
REP-306129,LN-206129,CUST-106129,41,41,56780.92,44619.61,12161.31,2024-12-04,0,Current,0,
REP-306130,LN-206130,CUST-106130,12,10,17443.65,13285.8,4157.85,2021-11-04,55,31-60 DPD (SMA-1),0,
REP-306131,LN-206131,CUST-106131,18,18,11643.94,8382.01,3261.93,2024-11-23,0,Current,0,
REP-306132,LN-206132,CUST-106132,25,25,46255.27,32002.13,14253.14,2024-12-07,0,Current,0,
REP-306133,LN-206133,CUST-106133,22,22,52883.19,40867.03,12016.16,2024-12-10,0,Current,0,
REP-306134,LN-206134,CUST-106134,36,33,3638.84,2853.66,785.18,2024-03-19,68,61-90 DPD (SMA-2),0,
REP-306135,LN-206135,CUST-106135,24,24,46640.69,37435.47,9205.22,2024-12-07,0,Current,0,
REP-306136,LN-206136,CUST-106136,45,44,12678.98,9751.17,2927.81,2024-10-29,19,1-30 DPD (SMA-0),0,
REP-306137,LN-206137,CUST-106137,34,34,39224.93,28354.2,10870.73,2024-12-13,0,Current,0,
REP-306138,LN-206138,CUST-106138,23,23,100246.36,68609.58,31636.78,2024-11-29,0,Current,0,
REP-306139,LN-206139,CUST-106139,20,18,15845.93,10880.4,4965.53,2024-09-29,43,31-60 DPD (SMA-1),0,
REP-306140,LN-206140,CUST-106140,42,41,45039.34,34256.95,10782.39,2024-10-21,5,1-30 DPD (SMA-0),0,
REP-306141,LN-206141,CUST-106141,35,33,9035.16,7011.76,2023.4,2024-09-22,33,31-60 DPD (SMA-1),0,
REP-306142,LN-206142,CUST-106142,12,10,2009.82,1567.77,442.05,2024-10-25,57,31-60 DPD (SMA-1),0,
REP-306143,LN-206143,CUST-106143,24,24,29949.25,23104.06,6845.19,2024-12-17,0,Current,0,
REP-306144,LN-206144,CUST-106144,28,28,77677.67,60935.55,16742.12,2024-11-21,0,Current,0,
REP-306145,LN-206145,CUST-106145,18,18,27042.57,19369.82,7672.75,2024-11-30,0,Current,0,
REP-306146,LN-206146,CUST-106146,37,37,7927.52,6024.88,1902.64,2024-12-12,0,Current,0,
REP-306147,LN-206147,CUST-106147,12,11,20511.14,16770.17,3740.97,2023-06-14,2,1-30 DPD (SMA-0),0,
REP-306148,LN-206148,CUST-106148,23,22,136086.68,105169.33,30917.35,2024-11-09,14,1-30 DPD (SMA-0),0,
REP-306149,LN-206149,CUST-106149,46,46,49097.72,40018.92,9078.8,2024-12-05,0,Current,0,
REP-306150,LN-206150,CUST-106150,35,34,23592.69,17543.54,6049.15,2024-10-19,13,1-30 DPD (SMA-0),0,
REP-306151,LN-206151,CUST-106151,40,39,20218.54,14291.04,5927.5,2024-11-12,27,1-30 DPD (SMA-0),0,
REP-306152,LN-206152,CUST-106152,36,35,51192.22,34945.24,16246.98,2024-05-19,30,1-30 DPD (SMA-0),0,
REP-306153,LN-206153,CUST-106153,28,28,18383.65,14474.25,3909.4,2024-12-06,0,Current,0,
REP-306154,LN-206154,CUST-106154,26,25,12239.02,9607.55,2631.47,2024-11-02,6,1-30 DPD (SMA-0),0,
REP-306155,LN-206155,CUST-106155,15,15,18840.09,13527.97,5312.12,2024-12-09,0,Current,0,
REP-306156,LN-206156,CUST-106156,15,15,7811.97,5530.79,2281.18,2024-12-15,0,Current,0,
REP-306157,LN-206157,CUST-106157,12,9,3987.62,2991.77,995.85,2023-08-31,76,61-90 DPD (SMA-2),0,
REP-306158,LN-206158,CUST-106158,45,45,22829.73,16631.19,6198.54,2024-11-25,0,Current,0,
REP-306159,LN-206159,CUST-106159,24,24,15069.3,12151.71,2917.59,2022-12-24,0,Current,0,
REP-306160,LN-206160,CUST-106160,24,2,7051.19,4971.36,2079.83,2022-08-31,295,90+ DPD (NPA / Default),1,2022-11-29
REP-306161,LN-206161,CUST-106161,29,28,25729.26,19530.23,6199.03,2024-10-19,15,1-30 DPD (SMA-0),0,
REP-306162,LN-206162,CUST-106162,16,16,9085.83,6829.3,2256.53,2024-12-22,0,Current,0,
REP-306163,LN-206163,CUST-106163,22,14,9456.66,7225.84,2230.82,2024-04-19,114,90+ DPD (NPA / Default),1,2024-07-18
REP-306164,LN-206164,CUST-106164,33,33,17356.83,12599.77,4757.06,2024-12-11,0,Current,0,
REP-306165,LN-206165,CUST-106165,36,36,20219.29,14706.85,5512.44,2024-12-12,0,Current,0,
REP-306166,LN-206166,CUST-106166,46,45,24235.4,16593.38,7642.02,2024-11-01,5,1-30 DPD (SMA-0),0,
REP-306167,LN-206167,CUST-106167,14,14,7475.74,5268.39,2207.35,2024-12-03,0,Current,0,
REP-306168,LN-206168,CUST-106168,12,12,7576.12,5220.5,2355.62,2024-03-28,0,Current,0,
REP-306169,LN-206169,CUST-106169,24,23,19743.3,14485.33,5257.97,2024-01-25,9,1-30 DPD (SMA-0),0,
REP-306170,LN-206170,CUST-106170,45,42,36454.45,29775.68,6678.77,2024-08-27,86,61-90 DPD (SMA-2),0,
REP-306171,LN-206171,CUST-106171,13,12,14897.85,10811.4,4086.45,2024-10-27,20,1-30 DPD (SMA-0),0,
REP-306172,LN-206172,CUST-106172,13,13,4362.58,3507.1,855.48,2024-12-05,0,Current,0,
REP-306173,LN-206173,CUST-106173,43,14,5312.02,3871.73,1440.29,2022-06-30,303,90+ DPD (NPA / Default),1,2022-09-28
REP-306174,LN-206174,CUST-106174,15,13,8728.76,6542.92,2185.84,2024-10-15,42,31-60 DPD (SMA-1),0,
REP-306175,LN-206175,CUST-106175,23,23,67696.82,46098.39,21598.43,2024-12-12,0,Current,0,
REP-306176,LN-206176,CUST-106176,21,21,44344.35,33755.77,10588.58,2024-12-12,0,Current,0,
REP-306177,LN-206177,CUST-106177,32,32,29529.61,23681.01,5848.6,2024-12-07,0,Current,0,
REP-306178,LN-206178,CUST-106178,12,10,26673.09,18529.15,8143.94,2023-01-31,43,31-60 DPD (SMA-1),0,
REP-306179,LN-206179,CUST-106179,35,35,37725.13,30379.71,7345.42,2024-12-03,0,Current,0,
REP-306180,LN-206180,CUST-106180,32,32,4385.36,3313.63,1071.73,2024-11-22,0,Current,0,
REP-306181,LN-206181,CUST-106181,27,27,39296.1,28972.6,10323.5,2024-12-13,0,Current,0,
REP-306182,LN-206182,CUST-106182,41,41,76489.78,56644.94,19844.84,2024-12-08,0,Current,0,
REP-306183,LN-206183,CUST-106183,12,9,4742.57,3473.74,1268.83,2023-07-31,64,61-90 DPD (SMA-2),0,
REP-306184,LN-206184,CUST-106184,41,41,19192.95,14105.21,5087.74,2024-11-23,0,Current,0,
REP-306185,LN-206185,CUST-106185,41,39,8632.82,6681.38,1951.44,2024-10-10,59,31-60 DPD (SMA-1),0,
REP-306186,LN-206186,CUST-106186,28,27,29718.72,23909.34,5809.38,2024-11-16,14,1-30 DPD (SMA-0),0,
REP-306187,LN-206187,CUST-106187,12,11,18368.54,13896.34,4472.2,2022-07-06,14,1-30 DPD (SMA-0),0,
REP-306188,LN-206188,CUST-106188,23,23,41046.63,32086.07,8960.56,2024-11-25,0,Current,0,
REP-306189,LN-206189,CUST-106189,26,26,26173.33,18058.91,8114.42,2024-12-01,0,Current,0,
REP-306190,LN-206190,CUST-106190,15,15,23477.09,16243.41,7233.68,2024-12-03,0,Current,0,
REP-306191,LN-206191,CUST-106191,13,13,11107.39,8982.55,2124.84,2024-11-27,0,Current,0,
REP-306192,LN-206192,CUST-106192,47,47,87947.5,71193.43,16754.07,2024-11-24,0,Current,0,
REP-306193,LN-206193,CUST-106193,12,12,22033.58,17716.43,4317.15,2023-02-26,0,Current,0,
REP-306194,LN-206194,CUST-106194,12,10,11938.1,9082.41,2855.69,2024-09-13,40,31-60 DPD (SMA-1),0,
REP-306195,LN-206195,CUST-106195,12,10,9848.43,7413.42,2435.01,2022-05-03,54,31-60 DPD (SMA-1),0,
REP-306196,LN-206196,CUST-106196,21,21,42185.83,31741.94,10443.89,2024-12-11,0,Current,0,
REP-306197,LN-206197,CUST-106197,19,18,16402.66,13366.84,3035.82,2024-10-26,5,1-30 DPD (SMA-0),0,
REP-306198,LN-206198,CUST-106198,27,26,17320.6,12169.72,5150.88,2024-11-17,19,1-30 DPD (SMA-0),0,
REP-306199,LN-206199,CUST-106199,29,26,38873.52,27168.97,11704.55,2024-08-31,68,61-90 DPD (SMA-2),0,
REP-306200,LN-206200,CUST-106200,47,47,10276.06,7943.98,2332.08,2024-11-15,0,Current,0,
REP-306201,LN-206201,CUST-106201,19,19,10658.52,8218.05,2440.47,2024-11-29,0,Current,0,
REP-306202,LN-206202,CUST-106202,13,11,4428.95,3545.48,883.47,2024-10-18,55,31-60 DPD (SMA-1),0,
REP-306203,LN-206203,CUST-106203,20,20,22096.23,16672.61,5423.62,2024-11-28,0,Current,0,
REP-306204,LN-206204,CUST-106204,12,11,14866.95,10248.97,4617.98,2023-02-01,11,1-30 DPD (SMA-0),0,
REP-306205,LN-206205,CUST-106205,32,32,19981.93,15972.85,4009.08,2024-11-22,0,Current,0,
REP-306206,LN-206206,CUST-106206,36,4,2205.72,1575.96,629.76,2022-02-21,392,90+ DPD (NPA / Default),1,2022-05-22
REP-306207,LN-206207,CUST-106207,26,26,56292.48,38712.97,17579.51,2024-12-05,0,Current,0,
REP-306208,LN-206208,CUST-106208,24,22,40240.09,27531.49,12708.6,2024-09-22,41,31-60 DPD (SMA-1),0,
REP-306209,LN-206209,CUST-106209,42,41,19971.73,15910.66,4061.07,2024-11-07,28,1-30 DPD (SMA-0),0,
REP-306210,LN-206210,CUST-106210,29,29,38242.73,27295.89,10946.84,2024-11-27,0,Current,0,
REP-306211,LN-206211,CUST-106211,24,14,87746.95,70272.14,17474.81,2023-06-27,491,90+ DPD (NPA / Default),1,2023-09-25
REP-306212,LN-206212,CUST-106212,17,17,6825.49,5558.07,1267.42,2024-12-16,0,Current,0,
REP-306213,LN-206213,CUST-106213,12,6,5135.69,3612.49,1523.2,2023-09-25,200,90+ DPD (NPA / Default),1,2023-12-24
REP-306214,LN-206214,CUST-106214,26,26,26604.37,19849.48,6754.89,2024-12-03,0,Current,0,
REP-306215,LN-206215,CUST-106215,27,27,33043.92,25219.66,7824.26,2024-11-29,0,Current,0,
REP-306216,LN-206216,CUST-106216,20,18,13838.0,9498.81,4339.19,2024-10-06,49,31-60 DPD (SMA-1),0,
REP-306217,LN-206217,CUST-106217,15,15,4366.7,3117.43,1249.27,2024-11-26,0,Current,0,
REP-306218,LN-206218,CUST-106218,33,33,35240.79,24789.06,10451.73,2024-12-14,0,Current,0,
REP-306219,LN-206219,CUST-106219,24,24,34497.81,27741.36,6756.45,2023-11-27,0,Current,0,
REP-306220,LN-206220,CUST-106220,33,33,19693.38,14147.42,5545.96,2024-11-20,0,Current,0,
REP-306221,LN-206221,CUST-106221,25,25,5952.85,4232.77,1720.08,2024-11-26,0,Current,0,
REP-306222,LN-206222,CUST-106222,18,15,1788.18,1419.91,368.27,2024-08-25,89,61-90 DPD (SMA-2),0,
REP-306223,LN-206223,CUST-106223,34,34,6668.39,4655.25,2013.14,2024-11-18,0,Current,0,
REP-306224,LN-206224,CUST-106224,39,39,41160.33,32685.62,8474.71,2024-12-09,0,Current,0,
REP-306225,LN-206225,CUST-106225,21,21,19080.29,14426.93,4653.36,2024-12-03,0,Current,0,
REP-306226,LN-206226,CUST-106226,36,36,56759.77,46145.92,10613.85,2024-10-18,0,Current,0,
REP-306227,LN-206227,CUST-106227,22,22,35466.11,25823.05,9643.06,2024-12-15,0,Current,0,
